field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,gdd_at_asof,ndvi_at_gdd_200,ndvi_at_gdd_400,ndvi_at_gdd_600,ndvi_at_gdd_800,ndvi_at_gdd_1000,ndvi_at_gdd_1200,ndvi_at_gdd_1400,ndvi_peak_gdd_at_asof,ndvi_peak_value_at_asof,ndvi_growth_per_100gdd
229,2012,40.0,40.0,0.9024,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,61.0,0.3086229508196721,0.492,0.089,0.1176370026449699,0.24,0.392,0.4623333333333333,0.0033355173447216,0.492,18.826000000000004,209.0,0.403,0.0,1,99,40__40,16.09918032786885,33.9,234.09999999999997,2731.81,22.39188524590164,3.83,1.736967213114754,40,517.73,-283.63000000000005,1255.1999999999998,1482.3,18,0,89,17,5,99.4,644.29,137.54,3.55,33.4,17.8,8.076666666666666,24.9,604.91,94.74,2.11,0,27.2,13.241935483870968,28.4,745.23,132.57,2.97,0,72.4,21.386666666666667,33.9,718.92,149.43,3.83,10,116.7,21.603225806451615,33.4,662.75,140.99,3.55,8,-0.0188934266848816,0.1220416666666667,-0.1727763492063492,-0.077980634920635,-0.1357196067821068,5,1295.7,0.2704373626373627,0.3600123152709359,0.34949527515286266,0.3802088948787063,0.39426153048885815,0.45179863603732956,,1295.7,0.4715714285714286,0.022435163268941998
230,2012,40.0,40.0,2.2159,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,63.0,0.3748888888888889,0.772,0.137,0.2190733088225217,0.211,0.5609999999999999,0.7648333333333334,0.0062641036229814,0.727,23.618,198.0,0.635,17.0,1,99,40__40,15.824590163934424,33.7,234.09999999999997,2731.81,22.39188524590164,3.99,1.7818032786885247,42,522.0699999999999,-287.96999999999997,1226.9,1450.9999999999998,15,0,89,17,5,99.4,644.29,137.78,3.63,33.3,17.8,7.806666666666667,24.8,604.91,95.43,2.22,0,27.2,13.01290322580645,28.1,745.23,134.6,3.08,0,72.4,21.116666666666667,33.7,718.92,150.71,3.99,8,116.7,21.274193548387096,33.3,662.75,141.33,3.63,7,-0.0050476623288528,0.1019238095238095,-0.1597328571428571,0.0959055555555554,0.0964723501285039,5,1267.7999999999997,0.2336472303206997,0.2762394715111478,0.38057018813314036,0.6690800117577896,0.6952998824221046,0.7408419144307469,,1092.3,0.7625714285714287,0.057358865082608464
231,2012,40.0,40.0,1.7558,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,65.0,0.3756,0.655,0.159,0.1946072810717878,0.216,0.632,0.6485,0.0055298138885391,0.626,24.414,200.0,0.496,22.0,1,99,40__40,14.972950819672134,32.8,234.09999999999997,2731.81,22.39188524590164,3.78,1.6922950819672131,39,510.12999999999994,-276.03,1131.7,1352.5,11,0,89,17,4,99.4,644.29,134.76000000000002,3.45,32.5,17.8,6.996666666666667,24.0,604.91,93.2,2.12,0,27.2,12.161290322580646,27.3,745.23,131.24,2.94,0,72.4,20.223333333333333,32.8,718.92,147.45,3.78,5,116.7,20.42258064516129,32.5,662.75,138.24,3.45,6,-0.0090063862974632,0.0598540836940837,-0.119333846153846,0.021480974025974,0.0092137004021619,5,1174.8999999999996,0.23412614870509607,0.32500163265306126,0.5432232142857147,0.6447849033063007,0.6448694127957931,,,975.1999999999999,0.6471428571428571,0.051268542452131256
232,2012,40.0,40.0,2.3602,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,67.0,0.4318955223880596,0.776,0.163,0.2390778387158157,0.1995,0.736,0.766,0.0069655834997701,0.686,28.937,180.0,0.613,25.0,1,99,40__40,14.972950819672134,32.8,234.09999999999997,2731.81,22.39188524590164,3.78,1.6922950819672131,39,510.12999999999994,-276.03,1131.7,1352.5,11,0,89,17,4,99.4,644.29,134.76000000000002,3.45,32.5,17.8,6.996666666666667,24.0,604.91,93.2,2.12,0,27.2,12.161290322580646,27.3,745.23,131.24,2.94,0,72.4,20.223333333333333,32.8,718.92,147.45,3.78,5,116.7,20.42258064516129,32.5,662.75,138.24,3.45,6,0.0720215121859898,0.228295,-0.0006736111111111,0.0238305627705627,0.0658266156920003,5,1174.8999999999996,0.24590058479532162,0.42065795918367355,0.6792817460317464,0.7636511540860886,0.7522567922874671,,,710.0999999999999,0.7644285714285715,0.09829848809939629
233,2012,40.0,40.0,1.9567,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,59.0,0.4203050847457626,0.63,0.141,0.1602530048622044,0.284,0.604,0.625,0.0046761730991612,0.575,24.797999999999995,180.0,0.489,21.0,1,99,40__40,14.972950819672134,32.8,234.09999999999997,2731.81,22.39188524590164,3.78,1.6922950819672131,39,510.12999999999994,-276.03,1131.7,1352.5,11,0,89,17,4,99.4,644.29,134.76000000000002,3.45,32.5,17.8,6.996666666666667,24.0,604.91,93.2,2.12,0,27.2,12.161290322580646,27.3,745.23,131.24,2.94,0,72.4,20.223333333333333,32.8,718.92,147.45,3.78,5,116.7,20.42258064516129,32.5,662.75,138.24,3.45,6,0.0009912860327055,0.1212916666666666,-0.0812464285714285,-0.0707717460317461,-0.0564977145077145,5,1174.8999999999996,0.36056975772765243,0.42817383458646624,0.540983239491947,0.620742919525889,0.6110368098159509,,,692.3999999999999,0.6227142857142857,0.06582040432534086
234,2012,40.0,40.0,1.7617,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,59.0,0.4502881355932203,0.757,0.16,0.173208510657879,0.325,0.5555000000000001,0.7552000000000001,0.0053479137527232,0.593,26.567,201.0,0.597,19.0,1,99,40__40,16.09918032786885,33.9,234.09999999999997,2731.81,22.39188524590164,3.83,1.736967213114754,40,517.73,-283.63000000000005,1255.1999999999998,1482.3,18,0,89,17,5,99.4,644.29,137.54,3.55,33.4,17.8,8.076666666666666,24.9,604.91,94.74,2.11,0,27.2,13.241935483870968,28.4,745.23,132.57,2.97,0,72.4,21.386666666666667,33.9,718.92,149.43,3.83,10,116.7,21.603225806451615,33.4,662.75,140.99,3.55,8,-0.0047396783207376,0.1210069444444444,-0.1434766666666667,-0.0948619047619047,0.0171912379749879,5,1295.7,0.35676043956043957,0.44035221674876845,0.5086926699673953,0.6165485175202159,0.6602406287787183,0.7066446518305814,,1117.1999999999998,0.7531428571428572,0.05207184389340525
195,2013,40.0,40.0,1.9425,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,32.0,0.44865625,0.631,0.176,0.1728168483856174,0.2615,0.61075,0.624,0.0058160904054665,0.533,14.357,182.0,0.455,18.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,-0.0034426501016344,0.1150388468013468,-0.1278992063492063,-0.1278992063492063,-0.0885312632275132,6,761.2,0.2750697412823397,0.5518513119533528,0.6107894302229562,,,,,467.0999999999999,0.6194285714285714,0.09240803630939158
197,2013,40.0,40.0,1.6961,estimate_normalized,True,343.0,343.71311,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,39.0,0.4488717948717948,0.716,0.153,0.2021357984112229,0.266,0.6755,0.7149999999999999,0.0074462533640097,0.672,17.505999999999997,193.0,0.563,17.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0397757980860545,0.038455873015873,-0.1586490079365079,-0.0192333333333333,-0.0100900493025493,6,874.8,0.2560060661207158,0.42130906212900665,0.6137954635893355,0.6920617075232459,,,,739.5999999999999,0.7082857142857143,0.081893070586335
207,2013,40.0,40.0,2.2497,estimate_normalized,True,110.91,110.91329,6.875,3.55,244.935,425.663535,5.4125,412.5,39.0,0.5248974358974358,0.672,0.211,0.121101524450333,0.48,0.6234999999999999,0.6666666666666666,0.0034367513497271,0.472,20.470999999999997,179.0,0.4610000000000001,27.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.0556729070668173,0.3118984126984127,-0.197949494949495,-0.197949494949495,-0.1192689019314019,6,789.1,0.5179111361079866,0.6179660747415849,0.6270065530799476,,,,,478.8999999999999,0.6557142857142857,0.08177403890761761
208,2013,40.0,40.0,2.7517,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,38.0,0.4945789473684212,0.748,0.177,0.2051200715856764,0.274,0.6935,0.7426666666666666,0.0075186515411449,0.699,18.794000000000008,192.0,0.571,20.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,0.0172961517843754,0.0651757936507936,-0.0086028571428571,-0.001521645021645,0.0172513653399069,6,769.4,0.38058823529411756,0.5896997029435593,0.6989863150867823,,,,,671.5,0.7317142857142857,0.08941278985331848
209,2013,40.0,40.0,1.7872,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,35.0,0.4679999999999999,0.667,0.157,0.181438537409071,0.3145,0.661,0.665,0.0065176972059896,0.581,16.38,198.0,0.51,18.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0034697003024208,0.0587186507936507,-0.0350744047619047,-0.02598373015873,-0.0194356579685745,6,874.8,0.2700324005891016,0.44211257763975154,0.6072713987473904,0.6600904325032766,,,,754.3,0.664,0.07025650272731372
210,2013,40.0,40.0,1.9414,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,36.0,0.4462777777777778,0.717,0.15,0.1690216309482164,0.33725,0.60875,0.7143333333333333,0.0059281765505227,0.717,16.066,213.0,0.567,13.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0383113206700706,0.0956455555555556,-0.1530050264550264,0.034805303030303,-0.0338344505662687,6,874.8,0.3289469808541974,0.4037013457556936,0.5267828810020878,0.6840183486238531,,,,874.8,0.7144285714285713,0.06032733553569331
212,2013,40.0,40.0,2.199,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,37.0,0.4861891891891892,0.687,0.202,0.1815542265562101,0.302,0.663,0.6859999999999999,0.0068969422035331,0.66,17.989,193.0,0.485,21.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,0.0236478396878396,0.1186133333333333,-0.0769345238095238,-0.0427460317460317,-0.0265992992697538,6,769.4,0.32531092436974784,0.575871995679179,0.6745570761014688,,,,,643.6999999999999,0.6824285714285715,0.07665763749852787
213,2013,40.0,40.0,2.0484,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,31.0,0.4761290322580644,0.698,0.136,0.1733842910500673,0.347,0.677,0.6886666666666666,0.0064380108015801,0.677,14.759999999999998,199.0,0.5619999999999999,17.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0070141035905551,0.0346168181818182,-0.0646429894179894,0.0019550144300145,-5.648268398263934e-05,6,874.8,0.3169558173784978,0.45999922360248446,0.6032487324783776,0.683397116644823,,,,769.5999999999999,0.6847142857142857,0.06404369702883163
214,2013,40.0,40.0,2.064,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,30.0,0.4803666666666667,0.7,0.138,0.1707845588908891,0.38,0.6665000000000001,0.691,0.0063250005790209,0.688,14.411,199.0,0.5619999999999999,15.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0108129531857031,0.0384009523809524,-0.0695203703703704,0.0122379509379509,-0.0057119588744588,6,874.8,0.3273714285714286,0.4522101449275362,0.5996072174172383,0.6844036697247707,,,,787.1999999999999,0.6845714285714287,0.0623212650230837
215,2013,40.0,40.0,1.1653,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,29.0,0.4629655172413793,0.603,0.223,0.1181703862659748,0.377,0.564,0.6025,0.004585946492456,0.59,13.426,198.0,0.38,13.0,1,99,40__40,12.61229508196721,30.0,280.40000000000003,2566.25,21.03483606557377,2.78,1.259590163934426,14,434.88,-154.47999999999996,884.8000000000001,1102.8,1,0,71,13,1,127.0,632.39,118.52,2.78,30.0,31.3,5.180000000000001,23.5,558.45,74.71,2.21,0,82.1,10.435483870967742,25.5,662.22,108.66,2.42,0,39.1,15.993333333333334,27.1,685.43,128.3,2.6,0,127.9,18.70967741935484,30.0,660.15,123.21,2.78,1,0.002059133369823,0.1171348484848485,-0.1168458994708994,-0.0814291847041847,-0.0864980842652717,6,840.4999999999999,0.3790844514601421,0.4956855516400109,0.5525330108138873,0.5554892774661827,,,,754.8,0.5917142857142856,0.049453850941007314
216,2013,40.0,40.0,2.4091,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,30.0,0.5725666666666667,0.739,0.238,0.1546856346127705,0.507,0.7184999999999999,0.738,0.0058891268611478,0.732,17.177,192.0,0.501,22.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.0437766762465929,0.0948320634920635,0.0040099999999999,0.0417277777777778,0.0379729717813051,6,892.1999999999997,0.4435405234941659,0.6079741558441559,0.6971502368804666,0.7292929782082325,,,,785.3999999999996,0.7299999999999999,0.06126914660831511
217,2013,40.0,40.0,2.2975000000000003,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,38.0,0.4484210526315789,0.684,0.177,0.1748130778527901,0.3235,0.6285000000000001,0.684,0.0068784579648647,0.677,17.04,190.0,0.5070000000000001,18.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.0069004676585597,0.062255,-0.1047705026455027,-0.0168513888888889,-0.0068668159954523,6,769.4,0.3281050420168067,0.4455082365649474,0.647222963951936,,,,,657.3,0.6817142857142857,0.08117233407186207
218,2013,40.0,40.0,1.376,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,28.0,0.3860357142857143,0.469,0.218,0.0720076792248364,0.381,0.429,0.4645,0.0025369053704478,0.402,10.809,195.0,0.251,0.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.1069515215637537,0.09533,-0.2861937830687829,-0.2597722222222223,-0.22739990446796,6,769.4,0.37820168067226884,0.4021952470969484,0.439515444015444,,,,,629.6999999999999,0.449,0.039478482859226845
219,2013,40.0,40.0,1.7675999999999998,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,35.0,0.4233714285714285,0.69,0.161,0.1870095621259261,0.2299999999999999,0.598,0.6846666666666668,0.0066438652446487,0.69,14.818,201.0,0.5289999999999999,16.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0173333541088541,0.070755439005439,-0.115109126984127,-0.0045791847041848,-0.0458648224670951,6,874.8,0.24019536358232613,0.4090879917184265,0.5650748583358186,0.671559633027523,,,,845.0999999999999,0.6787142857142857,0.06485180349591754
220,2013,40.0,40.0,1.8199,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,36.0,0.4639166666666667,0.668,0.187,0.1226864510766277,0.4679999999999999,0.529,0.6333333333333333,0.0037820979165107,0.515,16.701,163.0,0.481,21.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.0521348324463602,0.1114448484848485,-0.1642387566137566,-0.1632694444444444,-0.1561921777296777,6,769.4,0.4580420168067225,0.5519084526059951,0.5182119492656876,,,,,365.4,0.5828571428571429,0.10789370592844084
222,2013,40.0,40.0,1.1753,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,32.0,0.40096875,0.538,0.227,0.0874855289372905,0.363,0.46325,0.533,0.0018257053912164,0.37,12.831,162.0,0.311,4.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.0948438932739714,0.0744585714285713,-0.3242095238095238,-0.3031826178451179,-0.2791358032708032,6,728.4,0.43195378151260494,0.5030618417499325,0.4106935914552737,,,,,376.9,0.5074285714285715,0.08429621848739498
223,2013,40.0,40.0,1.459,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,35.0,0.4392857142857143,0.606,0.193,0.1021876625006509,0.4155,0.501,0.6053333333333333,0.0021555307589688,0.403,15.375,165.0,0.413,9.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.061388486785701,0.18458,-0.2819863155363156,-0.2819863155363156,-0.243328676046176,6,728.4,0.4901470588235292,0.5146084256008642,0.4514479305740988,,,,,325.4,0.5685714285714286,0.11400812927530486
224,2013,40.0,40.0,2.4626,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,33.0,0.5107878787878787,0.738,0.215,0.1899793860549177,0.347,0.715,0.7376666666666667,0.0076045779208648,0.715,16.855999999999998,191.0,0.523,16.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.0450145731120731,0.1185431818181818,-0.0194575757575757,0.0168801587301588,0.0353908730158729,6,892.1999999999997,0.3231116367076632,0.527975064935065,0.7069632715710996,0.7281501210653752,,,,785.3999999999996,0.7288571428571429,0.07135042200687718
226,2013,40.0,40.0,1.8177,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,28.0,0.5555714285714286,0.653,0.264,0.1189316816410126,0.5385,0.63325,0.6515,0.004060158116118,0.635,15.556,198.0,0.389,22.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.0464615623034373,0.1963628571428571,-0.0425925925925925,-0.02021829004329,-0.0235221795334295,6,789.1,0.5303014623172103,0.5833784786641929,0.6272572381746694,,,,,707.0,0.6434285714285715,0.05376362593230064
227,2013,40.0,40.0,2.0164999999999997,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,35.0,0.4291999999999999,0.719,0.179,0.2047065914215479,0.228,0.646,0.7183333333333333,0.0071997690607661,0.718,15.021999999999998,198.0,0.54,13.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,-0.0269495004281432,0.0359110389610389,-0.1406260683760684,0.0349157647907647,0.0034692866161616,6,789.1,0.24405399325084365,0.402476543864299,0.643622870249017,,,,,747.8000000000001,0.7094285714285713,0.07699174777364076
