field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
210,2013,40.0,40.0,1.9414,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,36.0,0.4462777777777778,0.717,0.15,0.1690216309482164,0.33725,0.60875,0.7143333333333333,0.0059281765505227,0.717,16.066,213.0,0.567,13.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.03831132067007067,0.0956455555555556,-0.1530050264550264,0.03480530303030305,-0.03383445056626876,6
212,2013,40.0,40.0,2.199,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,37.0,0.4861891891891892,0.687,0.202,0.1815542265562101,0.302,0.663,0.6859999999999999,0.0068969422035331,0.66,17.989,193.0,0.485,21.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,0.023647839687839685,0.11861333333333335,-0.07693452380952381,-0.042746031746031754,-0.026599299269753816,6
213,2013,40.0,40.0,2.0484,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,31.0,0.4761290322580644,0.698,0.136,0.1733842910500673,0.347,0.677,0.6886666666666666,0.0064380108015801,0.677,14.759999999999998,199.0,0.5619999999999999,17.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.007014103590555189,0.03461681818181822,-0.0646429894179894,0.0019550144300145567,-5.648268398263934e-05,6
214,2013,40.0,40.0,2.064,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,30.0,0.4803666666666667,0.7,0.138,0.1707845588908891,0.38,0.6665000000000001,0.691,0.0063250005790209,0.688,14.411,199.0,0.5619999999999999,15.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.010812953185703177,0.038400952380952424,-0.0695203703703704,0.012237950937950992,-0.005711958874458844,6
215,2013,40.0,40.0,1.1653,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,29.0,0.4629655172413793,0.603,0.223,0.1181703862659748,0.377,0.564,0.6025,0.004585946492456,0.59,13.426,198.0,0.38,13.0,1,99,40__40,12.61229508196721,30.0,280.40000000000003,2566.25,21.03483606557377,2.78,1.259590163934426,14,434.88,-154.47999999999996,884.8000000000001,1102.8,1,0,71,13,1,127.0,632.39,118.52,2.78,30.0,31.3,5.180000000000001,23.5,558.45,74.71,2.21,0,82.1,10.435483870967742,25.5,662.22,108.66,2.42,0,39.1,15.993333333333334,27.1,685.43,128.3,2.6,0,127.9,18.70967741935484,30.0,660.15,123.21,2.78,1,0.0020591333698230423,0.11713484848484851,-0.1168458994708994,-0.0814291847041847,-0.08649808426527175,6
216,2013,40.0,40.0,2.4091,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,30.0,0.5725666666666667,0.739,0.238,0.1546856346127705,0.507,0.7184999999999999,0.738,0.0058891268611478,0.732,17.177,192.0,0.501,22.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.04377667624659292,0.09483206349206352,0.004009999999999958,0.04172777777777781,0.0379729717813051,6
217,2013,40.0,40.0,2.2975000000000003,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,38.0,0.4484210526315789,0.684,0.177,0.1748130778527901,0.3235,0.6285000000000001,0.684,0.0068784579648647,0.677,17.04,190.0,0.5070000000000001,18.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.006900467658559758,0.062255000000000005,-0.1047705026455027,-0.01685138888888893,-0.006866815995452317,6
218,2013,40.0,40.0,1.376,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,28.0,0.3860357142857143,0.469,0.218,0.0720076792248364,0.381,0.429,0.4645,0.0025369053704478,0.402,10.809,195.0,0.251,0.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.10695152156375373,0.09533000000000003,-0.28619378306878296,-0.2597722222222223,-0.22739990446796002,6
219,2013,40.0,40.0,1.7675999999999998,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,35.0,0.4233714285714285,0.69,0.161,0.1870095621259261,0.2299999999999999,0.598,0.6846666666666668,0.0066438652446487,0.69,14.818,201.0,0.5289999999999999,16.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,-0.0173333541088541,0.07075543900543907,-0.11510912698412701,-0.0045791847041848355,-0.04586482246709518,6
220,2013,40.0,40.0,1.8199,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,36.0,0.4639166666666667,0.668,0.187,0.1226864510766277,0.4679999999999999,0.529,0.6333333333333333,0.0037820979165107,0.515,16.701,163.0,0.481,21.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.05213483244636021,0.11144484848484854,-0.16423875661375664,-0.16326944444444447,-0.15619217772967775,6
222,2013,40.0,40.0,1.1753,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,32.0,0.40096875,0.538,0.227,0.0874855289372905,0.363,0.46325,0.533,0.0018257053912164,0.37,12.831,162.0,0.311,4.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.0948438932739714,0.07445857142857137,-0.32420952380952384,-0.3031826178451179,-0.27913580327080323,6
223,2013,40.0,40.0,1.459,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,35.0,0.4392857142857143,0.606,0.193,0.1021876625006509,0.4155,0.501,0.6053333333333333,0.0021555307589688,0.403,15.375,165.0,0.413,9.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,1018.1,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.9,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.29,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.061388486785701094,0.18458000000000008,-0.2819863155363156,-0.2819863155363156,-0.24332867604617608,6
224,2013,40.0,40.0,2.4626,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,33.0,0.5107878787878787,0.738,0.215,0.1899793860549177,0.347,0.715,0.7376666666666667,0.0076045779208648,0.715,16.855999999999998,191.0,0.523,16.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.04501457311207312,0.1185431818181818,-0.01945757575757573,0.0168801587301588,0.03539087301587297,6
226,2013,40.0,40.0,1.8177,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,28.0,0.5555714285714286,0.653,0.264,0.1189316816410126,0.5385,0.63325,0.6515,0.004060158116118,0.635,15.556,198.0,0.389,22.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.04646156230343731,0.19636285714285712,-0.042592592592592515,-0.02021829004329001,-0.023522179533429534,6
227,2013,40.0,40.0,2.0164999999999997,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,35.0,0.4291999999999999,0.719,0.179,0.2047065914215479,0.228,0.646,0.7183333333333333,0.0071997690607661,0.718,15.021999999999998,198.0,0.54,13.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,-0.02694950042814329,0.03591103896103895,-0.1406260683760684,0.03491576479076475,0.0034692866161616007,6
228,2013,40.0,40.0,2.4112,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,30.0,0.6266333333333332,0.707,0.506,0.0587029149380354,0.57675,0.6847500000000001,0.699,0.0004919845888335,0.528,18.798999999999996,179.0,0.2009999999999999,30.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.18405689392706062,0.367075,-0.1185773268398268,-0.1185773268398268,-0.05191516354016354,6
229,2013,40.0,40.0,1.8671,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,31.0,0.558258064516129,0.647,0.339,0.0831170832725606,0.5215000000000001,0.622,0.6456666666666667,0.0021631723880499,0.52,17.306,170.0,0.308,24.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.17038715139102234,0.2850033333333334,-0.03764924242424239,-0.03764924242424239,0.02164758123563679,6
230,2013,40.0,40.0,2.8546,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,39.0,0.4774615384615383,0.716,0.155,0.2130030511583374,0.267,0.6944999999999999,0.7153333333333333,0.0077218482890073,0.682,18.620999999999995,192.0,0.5609999999999999,21.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,0.03502667452443091,0.16928214840714834,-0.040094273504273525,0.00264935064935079,0.03088492163700493,6
231,2013,40.0,40.0,2.2302,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,39.0,0.4608974358974358,0.744,0.16,0.2149364598859326,0.2805,0.716,0.7440000000000001,0.0074678924375091,0.744,17.974999999999998,198.0,0.584,18.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.024057631822118994,0.11187380952380949,-0.12279082491582488,0.1084133116883117,0.0815283359387526,6
232,2013,40.0,40.0,2.3914999999999997,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,40.0,0.488575,0.746,0.175,0.2314694242767281,0.28175,0.7224999999999999,0.74575,0.00795519979582,0.72,19.543,190.0,0.571,19.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.0651908393967144,0.16307662938912937,0.007212499999999983,0.04386035353535356,0.06019954555475387,6
233,2013,40.0,40.0,1.5523,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,31.0,0.4735483870967742,0.603,0.207,0.1047879082871921,0.4295,0.533,0.6,0.003175351201794,0.603,14.68,201.0,0.396,16.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,-0.0050211858601374665,0.1801733333333333,-0.17226190476190473,-0.05183373015873005,-0.11171041299235743,6
234,2013,40.0,40.0,2.1286,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,27.0,0.6466296296296297,0.736,0.489,0.0736654842278898,0.613,0.7064999999999999,0.7324999999999999,0.0014232401428431,0.617,17.459,177.0,0.247,26.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.11550279318760802,0.29709646464646466,-0.08639826839826836,-0.08639826839826836,-0.06046195927529258,6
195,2014,40.0,40.0,2.7474,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,60.0,0.4122333333333333,0.737,0.148,0.2305578283689847,0.19675,0.67025,0.726,0.0062738614279538,0.719,24.734,179.0,0.589,25.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,21.214918032786883,4.02,1.4863934426229506,30,468.46,-129.36,922.7,1142.6,7,0,79,14,3,144.89999999999998,617.51,122.45000000000002,4.02,34.1,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.016279497348701606,0.14505454545454544,-0.12001556776556782,0.0821359973359973,0.023213599591846323,7
197,2014,40.0,40.0,2.2187,estimate_normalized,True,343.0,343.71311,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,62.0,0.4321290322580645,0.713,0.154,0.22275680966898,0.196,0.67,0.7025,0.0062774861274658,0.571,26.792,182.0,0.5589999999999999,28.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.81,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.014555665365035827,0.07797023809523806,-0.03956581117295388,-0.015908843537415063,-0.023672617876351644,7
207,2014,40.0,40.0,2.2424,estimate_normalized,True,110.91,110.91329,6.875,3.55,244.935,425.663535,5.4125,412.5,58.0,0.4172758620689655,0.703,0.168,0.2113949395133267,0.204,0.6485000000000001,0.6926,0.0057876797369194,0.637,24.202,182.0,0.5349999999999999,25.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,21.214918032786883,4.02,1.4863934426229506,30,468.46,-129.36,922.7,1142.6,7,0,79,14,3,144.89999999999998,617.51,122.45000000000002,4.02,34.1,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,-0.0018838792081913756,0.05637499999999998,-0.08158333333333334,0.04206355311355303,0.013462206198082855,7
208,2014,40.0,40.0,2.9195,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,57.0,0.4465263157894736,0.738,0.145,0.2164860601049405,0.225,0.692,0.7325999999999999,0.006241939530186,0.708,25.452,190.0,0.593,25.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,21.327950819672132,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,1115.6,6,0,81,10,3,117.3,616.6199999999999,125.79999999999998,4.32,34.3,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.019735076439608094,0.08269841269841272,-0.011802927231498672,0.018499084249084197,0.015944569932232235,7
209,2014,40.0,40.0,2.7874,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,63.0,0.4278888888888889,0.711,0.159,0.227149074266296,0.199,0.6924999999999999,0.7098333333333332,0.0062856173828878,0.634,26.957,195.0,0.5519999999999999,28.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.81,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.029161916524833176,0.12299007936507933,-0.07156091527520103,0.02090300889586605,0.02225495835564517,7
210,2014,40.0,40.0,2.9256,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,61.0,0.4389836065573769,0.783,0.167,0.2325892384217629,0.214,0.699,0.7666666666666667,0.0065314991594278,0.717,26.777999999999995,188.0,0.616,25.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.81,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.017349922859137765,0.12167426303854878,-0.10443998778998781,0.0621060439560438,0.07966335182674465,7
212,2014,40.0,40.0,2.45,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,57.0,0.3712631578947369,0.728,0.148,0.2097535334219906,0.18,0.605,0.6961999999999999,0.0058469093023135,0.728,21.162000000000003,213.0,0.58,20.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,21.327950819672132,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,1115.6,6,0,81,10,3,117.3,616.6199999999999,125.79999999999998,4.32,34.3,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,-0.035699710547511476,0.027141025641025496,-0.17530862708719852,0.027141025641025496,-0.029898541418898594,7
213,2014,40.0,40.0,2.4244,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,58.0,0.4468793103448276,0.732,0.169,0.215379382804983,0.233,0.68225,0.7232,0.0060521183885049,0.674,25.919,188.0,0.563,26.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.81,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.022765004650699094,0.10521309523809508,-0.06297943722943716,0.018290293040292838,0.033459076868898256,7
