field_id,year,field_tillable_area,field_calculated_area,field_lat,field_long,ops_count_total,ops_count_soil,ops_count_application,ops_count_harvesting,ops_count_seeding,ops_count_tillage,ops_count_spraying,ops_npk_n_total,ops_npk_p_total,ops_npk_k_total,ops_npk_total,ops_season_start,ops_season_end,ops_season_duration_days,ops_days_seeding_to_harvest,ops_yield_t_ha,crop_id,crop_name,crop_season_type,ndvi_observations,ndvi_mean_season,ndvi_max_season,ndvi_min_season,ndvi_std_season,ndvi_early,ndvi_mid,ndvi_late,ndvi_trend,ndvi_green_period_days,ndvi_peak_date,ndvi_peak_doy,ndvi_integral,ops_days_seeding_to_ndvi_peak,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_N_NO3,field_soil_Mg,field_soil_CEC,field_soil_Ca_saturation,weather_temp_min_mean,weather_temp_min_min,weather_temp_min_max,weather_temp_avg_mean,weather_temp_avg_min,weather_temp_avg_max,weather_temp_max_mean,weather_temp_max_min,weather_temp_max_max,weather_precip_sum,weather_precip_mean,weather_snow_mean,weather_snow_max,target_yield_t_ha,prev_crop_id
207,2022,110.91,110.91329,50.41868820400116,82.45505975772673,14,4,8,1,0,0,0,49.98363636363637,11.5,0.0,61.48363636363637,2021-08-02,2022-09-21,415.0,351.0,1.8862140474258406,44.0,Пшеница озимая,winter,120,0.32887500000000003,0.676,0.16,0.17566433625984942,0.3526666666666667,0.4627837837837837,0.18365853658536588,-0.001819727064379471,41,2022-07-03,184.0,66.4085,295.0,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,29.544,3.0
207,2023,110.91,110.91329,50.41868820400116,82.45505975772673,14,4,7,1,0,0,0,18.068,46.0,0.0,64.068,2022-07-27,2023-08-18,387.0,363.0,1.0689748444684881,44.0,Пшеница озимая,winter,100,0.3450200000000001,0.604,0.165,0.12659176254177973,0.30331111111111114,0.4694285714285714,0.22114999999999996,0.0007547794779477934,38,2023-08-19,231.0,67.14349999999999,355.0,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,0.3868219178082192,-34.3,22.7,5.611232876712329,-29.65,29.31,12.118575342465752,-27.0,40.2,553.4,1.5161643835616438,35.55263157894737,68.0,21.542,44.0
207,2024,110.91,110.91329,50.41868820400116,82.45505975772673,15,8,5,1,0,0,0,10.200000000000001,46.92,0.0,57.120000000000005,2023-07-01,2024-09-29,456.0,156.0,3.107023712920386,40.0,Подсолнечник,spring,95,0.47953684210526326,0.818,0.123,0.2304902181210649,0.26722580645161287,0.7284615384615386,0.35448,0.0017785554311310187,52,2024-07-13,195.0,92.036,70.0,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,0.0183060109289618,-39.6,21.1,4.952076502732241,-34.39,27.8,10.5448087431694,-27.5,37.1,465.5,1.2718579234972678,29.1294964028777,68.0,30.323,44.0
207,2025,110.91,110.91329,50.41868820400116,82.45505975772673,15,7,6,1,0,0,0,57.795599844726326,0.0,0.0,57.795599844726326,2024-07-22,2025-09-18,423.0,140.0,1.3522676043638986,43.0,Пшеница яровая,spring,103,0.4042912621359222,0.781,0.151,0.21940595515663497,0.34288636363636366,0.6258387096774193,0.2555,0.0003959056363396719,41,2025-07-10,191.0,78.089,59.0,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,-0.0516483516483516,-31.1,19.6,5.393653846153846,-25.49,27.26,11.020054945054945,-21.4,37.0,996.74,2.738296703296703,1.5039010989010988,7.13,34.044,40.0
208,2021,130.0,128.21593,50.38399205572653,82.34789025946256,6,1,4,1,0,0,0,31.50383345032691,54.90383345032691,25.00383345032691,111.41150035098073,2021-04-21,2021-10-15,177.0,174.0,2.1216153846153847,40.0,Подсолнечник,spring,92,0.4893804347826087,0.779,0.126,0.19502109451365354,0.3547272727272727,0.7209642857142856,0.4235483870967742,0.001205192423284987,59,2021-07-16,197.0,91.8275,71.0,6.8,3.916,202.758,706.31834,5.7,,504.0,,,-1.4575342465753425,-41.6,19.1,3.88682191780822,-37.81,25.95,10.00054794520548,-32.3,35.5,488.5,1.3383561643835618,33.026666666666664,73.0,30.769,43.0
208,2022,130.0,128.21593,50.38399205572653,82.34789025946256,13,5,6,1,0,0,0,54.38025376685171,0.0,0.0,54.38025376685171,2021-08-02,2022-09-05,399.0,120.0,2.356923076923077,43.0,Пшеница яровая,spring,113,0.3974867256637168,0.738,0.191,0.18010096945107962,0.39183333333333337,0.5708823529411766,0.2445675675675676,-0.0014272489852950958,44,2022-07-01,182.0,78.66900000000001,43.0,6.8,3.916,202.758,706.31834,5.7,,504.0,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,34.204,40.0
208,2023,130.0,128.21593,50.38399205572653,82.34789025946256,17,6,8,1,0,0,0,60.652307692307694,0.0,0.0,60.652307692307694,2022-08-31,2023-09-20,384.0,138.0,2.018076923076923,43.0,Пшеница яровая,spring,95,0.4092631578947368,0.592,0.045,0.1279133857988184,0.34434090909090903,0.536151515151515,0.3353333333333333,0.0016968225083986554,50,2023-07-05,186.0,83.1255,42.0,6.8,3.916,202.758,706.31834,5.7,,504.0,,,0.3868219178082192,-34.3,22.7,5.611232876712329,-29.65,29.31,12.118575342465752,-27.0,40.2,553.4,1.5161643835616438,35.55263157894737,68.0,15.494,43.0
208,2024,130.0,128.21593,50.38399205572653,82.34789025946256,13,6,5,1,0,0,0,15.96923076923077,73.45846153846153,0.0,89.4276923076923,2023-07-01,2024-09-26,453.0,153.0,2.3606153846153846,40.0,Подсолнечник,spring,92,0.492641304347826,0.765,0.17,0.1923290781945338,0.38484848484848483,0.6954444444444445,0.32986956521739136,0.0006280458671763044,51,2024-07-15,197.0,92.83649999999999,71.0,6.8,3.916,202.758,706.31834,5.7,,504.0,,,0.0183060109289618,-39.6,21.1,4.952076502732241,-34.39,27.8,10.5448087431694,-27.5,37.1,465.5,1.2718579234972678,29.1294964028777,68.0,28.781,43.0
208,2025,130.0,128.21593,50.38399205572653,82.34789025946256,19,8,9,1,0,0,0,81.59559984470154,0.0,0.0,81.59559984470154,2024-07-22,2025-10-09,444.0,157.0,3.8430769230769233,43.0,Пшеница яровая,spring,101,0.43279207920792084,0.78,0.184,0.20123540030678913,0.3993333333333333,0.63334375,0.24714814814814814,-0.0006968666278392554,50,2025-07-10,191.0,84.5765,53.0,6.8,3.916,202.758,706.31834,5.7,,504.0,,,-0.0516483516483516,-31.1,19.6,5.393653846153846,-25.49,27.26,11.020054945054945,-21.4,37.0,996.74,2.738296703296703,1.5039010989010988,7.13,30.721,40.0
209,2021,301.65,301.6502,50.38543507681797,82.40410883603022,10,2,6,1,0,0,0,42.82911362564828,80.63768505421972,32.32673267326733,155.79353135313534,2021-04-21,2021-10-24,186.0,183.0,2.268059008785016,40.0,Подсолнечник,spring,98,0.4879183673469388,0.753,0.182,0.19729368309989398,0.35296969696969693,0.6694634146341464,0.3633333333333333,0.0012093924730154524,62,2021-07-25,206.0,91.825,78.0,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,-1.4575342465753425,-41.6,19.1,3.88682191780822,-37.81,25.95,10.00054794520548,-32.3,35.5,488.5,1.3383561643835618,33.026666666666664,73.0,23.811,16.0
209,2022,301.65,301.6502,50.38543507681797,82.40410883603022,15,6,7,1,0,0,0,72.66174637802764,0.0,0.0,72.66174637802764,2021-08-02,2022-09-01,395.0,112.0,2.657417536880491,43.0,Пшеница яровая,spring,126,0.3602380952380952,0.747,0.148,0.2097950782481392,0.3473181818181818,0.5763513513513514,0.1951777777777778,-0.0015940907386576694,46,2022-07-10,191.0,72.752,54.0,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,34.979,40.0
209,2023,301.65,301.6502,50.38543507681797,82.40410883603022,17,4,9,1,0,0,0,93.18430979664362,44.87656765676568,0.0,138.0608774534093,2022-07-27,2023-09-03,403.0,379.0,1.4882148184982598,44.0,Пшеница озимая,winter,106,0.388688679245283,0.648,0.178,0.11797266537372905,0.3023265306122449,0.4434571428571429,0.49390909090909096,0.003023669294908936,49,2023-10-17,290.0,85.84049999999999,407.0,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,0.3868219178082192,-34.3,22.7,5.611232876712329,-29.65,29.31,12.118575342465752,-27.0,40.2,553.4,1.5161643835616438,35.55263157894737,68.0,30.968,43.0
209,2024,301.65,301.6502,50.38543507681797,82.40410883603022,15,5,7,1,0,0,0,110.52436137071652,47.84,0.0,158.36436137071652,2023-06-01,2024-07-30,425.0,340.0,4.5289739764627885,44.0,Пшеница озимая,winter,96,0.45635416666666667,0.792,0.2,0.21741054926066622,0.6162941176470589,0.45654054054054044,0.23856,-0.0051747015735214286,45,2024-06-11,163.0,88.51100000000002,287.0,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,0.0183060109289618,-39.6,21.1,4.952076502732241,-34.39,27.8,10.5448087431694,-27.5,37.1,465.5,1.2718579234972678,29.1294964028777,68.0,56.417,44.0
209,2025,301.65,301.6502,50.38543507681797,82.40410883603022,13,4,7,1,0,0,0,44.0,46.0,0.0,90.0,2024-07-29,2025-10-16,444.0,182.0,2.332040444223438,40.0,Подсолнечник,spring,107,0.4485420560747663,0.759,0.148,0.21325908949523453,0.3167857142857143,0.7083235294117647,0.3421290322580645,0.0013008973530045668,51,2025-07-15,196.0,91.0685,70.0,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,-0.0516483516483516,-31.1,19.6,5.393653846153846,-25.49,27.26,11.020054945054945,-21.4,37.0,996.74,2.738296703296703,1.5039010989010988,7.13,30.953,44.0
210,2021,247.0,245.92428,50.38689148783278,82.39474357476328,8,2,5,1,0,0,0,29.7,53.1,23.2,106.0,2021-04-21,2021-10-08,170.0,167.0,1.4783400809716598,40.0,Подсолнечник,spring,94,0.47861702127659583,0.775,0.191,0.202088775679274,0.33390625,0.694421052631579,0.329875,0.0007904923599320842,52,2021-07-19,200.0,92.7555,74.0,7.2125,3.72,230.06625,480.10587375,9.455,,423.75,,,-1.4575342465753425,-41.6,19.1,3.88682191780822,-37.81,25.95,10.00054794520548,-32.3,35.5,488.5,1.3383561643835618,33.026666666666664,73.0,29.186,44.0
210,2022,247.0,245.92428,50.38689148783278,82.39474357476328,14,6,6,1,0,0,0,44.6134693877551,0.0,0.0,44.6134693877551,2021-08-02,2022-09-07,401.0,122.0,3.0655870445344133,43.0,Пшеница яровая,spring,127,0.3866535433070866,0.765,0.102,0.19946139292878554,0.33888372093023256,0.614923076923077,0.23446666666666666,-0.001197037870266218,43,2022-07-12,193.0,77.52549999999998,51.0,7.2125,3.72,230.06625,480.10587375,9.455,,423.75,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,34.1,40.0
210,2023,247.0,245.92428,50.38689148783278,82.39474357476328,16,4,9,1,0,0,0,8.559183673469388,39.372244897959185,0.0,47.93142857142857,2022-07-27,2023-08-10,379.0,99.0,1.7267206477732793,24.0,Горох,spring,106,0.4538396226415095,0.742,0.16,0.1636553368278505,0.3334166666666667,0.5026857142857143,0.6308260869565218,0.004107862055067134,64,2023-10-17,290.0,100.293,162.0,7.2125,3.72,230.06625,480.10587375,9.455,,423.75,,,0.3868219178082192,-34.3,22.7,5.611232876712329,-29.65,29.31,12.118575342465752,-27.0,40.2,553.4,1.5161643835616438,35.55263157894737,68.0,16.518,43.0
210,2024,247.0,245.92428,50.38689148783278,82.39474357476328,15,3,9,1,0,0,0,111.45547384945881,43.93469387755102,0.0,155.39016772700984,2023-06-01,2024-07-27,422.0,337.0,5.519493927125506,44.0,Пшеница озимая,winter,101,0.47701980198019805,0.806,0.2,0.20283535097206404,0.6330857142857143,0.46626829268292685,0.27616,-0.004657891671520096,51,2024-06-21,173.0,92.88350000000001,301.0,7.2125,3.72,230.06625,480.10587375,9.455,,423.75,,,0.0183060109289618,-39.6,21.1,4.952076502732241,-34.39,27.8,10.5448087431694,-27.5,37.1,465.5,1.2718579234972678,29.1294964028777,68.0,57.541,24.0
210,2025,247.0,245.92428,50.38689148783278,82.39474357476328,16,7,7,1,0,0,0,44.0,46.0,0.0,90.0,2024-07-22,2025-10-18,453.0,184.0,3.192550607287449,40.0,Подсолнечник,spring,112,0.46531249999999996,0.763,0.165,0.20054444054905918,0.32864444444444446,0.7117941176470588,0.3977272727272727,0.001672955034680697,61,2025-07-15,196.0,95.609,67.0,7.2125,3.72,230.06625,480.10587375,9.455,,423.75,,,-0.0516483516483516,-31.1,19.6,5.393653846153846,-25.49,27.26,11.020054945054945,-21.4,37.0,996.74,2.738296703296703,1.5039010989010988,7.13,26.162,44.0
211,2021,93.0,92.55,50.4147461642427,82.40217837488487,8,2,5,1,0,0,0,32.1,55.5,25.6,113.19999999999999,2021-04-21,2021-10-08,170.0,167.0,2.1389247311827955,40.0,Подсолнечник,spring,91,0.4647032967032967,0.77,0.158,0.20755874640986155,0.30856249999999996,0.6905555555555556,0.3284347826086956,0.001207055263577004,48,2021-07-16,197.0,90.79299999999999,70.0,6.245,4.8,25.325,403.5,,8.455,342.0,,,-1.4575342465753425,-41.6,19.1,3.88682191780822,-37.81,25.95,10.00054794520548,-32.3,35.5,488.5,1.3383561643835618,33.026666666666664,73.0,29.907,44.0
211,2022,93.0,92.55,50.4147461642427,82.40217837488487,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,2021-10-15,2022-03-14,150.0,,,43.0,,,115,0.37206086956521744,0.719,0.164,0.18056044752315922,0.3294473684210526,0.5684444444444444,0.2391219512195122,-0.0012925826560404002,38,2022-07-12,193.0,74.219,,6.245,4.8,25.325,403.5,,8.455,342.0,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,34.704,40.0
212,2021,136.0,134.83369,50.42075375796417,82.34016151551197,9,2,5,1,0,0,0,37.74796520827504,56.38585994511715,32.5707722258189,126.7045973792111,2021-04-21,2021-10-09,171.0,168.0,3.3983823529411765,40.0,Подсолнечник,spring,94,0.45777659574468077,0.79,0.179,0.20514307382086658,0.29603030303030303,0.6762564102564104,0.31309090909090914,0.0012354947079435015,48,2021-07-16,197.0,88.98150000000003,72.0,7.140000000000001,3.766,232.258,464.594502,5.536,,432.0,,,-1.4575342465753425,-41.6,19.1,3.88682191780822,-37.81,25.95,10.00054794520548,-32.3,35.5,488.5,1.3383561643835618,33.026666666666664,73.0,32.197,43.0
212,2022,136.0,134.83369,50.42075375796417,82.34016151551197,15,7,6,1,0,0,0,49.19411764705883,0.0,0.0,49.19411764705883,2021-08-02,2022-09-02,396.0,117.0,3.1773529411764705,43.0,Пшеница яровая,spring,116,0.36590517241379317,0.769,0.154,0.1998246178178679,0.34802272727272726,0.5570571428571428,0.20635135135135133,-0.0012311574981739876,41,2022-07-10,191.0,72.07499999999999,53.0,7.140000000000001,3.766,232.258,464.594502,5.536,,432.0,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,30.777,40.0
212,2023,136.0,134.83369,50.42075375796417,82.34016151551197,17,4,9,1,0,0,0,58.829411764705895,0.0,0.0,58.829411764705895,2022-10-02,2023-09-17,350.0,142.0,2.9445588235294116,43.0,Пшеница яровая,spring,100,0.38744000000000006,0.62,0.131,0.15628117111297973,0.2839318181818182,0.5818181818181819,0.3065652173913043,0.0019555115511551134,39,2023-08-06,218.0,79.36749999999998,101.0,7.140000000000001,3.766,232.258,464.594502,5.536,,432.0,,,0.3868219178082192,-34.3,22.7,5.611232876712329,-29.65,29.31,12.118575342465752,-27.0,40.2,553.4,1.5161643835616438,35.55263157894737,68.0,16.78,43.0
212,2024,136.0,134.83369,50.42075375796417,82.34016151551197,14,7,5,1,0,0,0,14.0,64.4,0.0,78.4,2023-07-01,2024-09-27,454.0,154.0,1.9008823529411762,40.0,Подсолнечник,spring,96,0.47048958333333335,0.776,0.162,0.20843103086439163,0.3541764705882353,0.7026571428571429,0.31600000000000006,0.0003492200217037447,46,2024-07-13,195.0,90.47500000000001,68.0,7.140000000000001,3.766,232.258,464.594502,5.536,,432.0,,,0.0183060109289618,-39.6,21.1,4.952076502732241,-34.39,27.8,10.5448087431694,-27.5,37.1,465.5,1.2718579234972678,29.1294964028777,68.0,31.718,43.0
212,2025,136.0,134.83369,50.42075375796417,82.34016151551197,18,8,8,1,0,0,0,81.6,0.0,0.0,81.6,2024-07-22,2025-09-27,432.0,145.0,1.7024264705882353,43.0,Пшеница яровая,spring,108,0.4150370370370371,0.733,0.173,0.18497471036671725,0.3416279069767442,0.6259189189189189,0.24910714285714292,0.00020592186115636475,49,2025-07-16,197.0,80.818,56.0,7.140000000000001,3.766,232.258,464.594502,5.536,,432.0,,,-0.0516483516483516,-31.1,19.6,5.393653846153846,-25.49,27.26,11.020054945054945,-21.4,37.0,996.74,2.738296703296703,1.5039010989010988,7.13,28.967,40.0
213,2021,14.0,16.53751,50.39439495003087,82.4009559934276,6,2,3,1,0,0,0,46.305882352941175,53.64705882352941,32.0,131.95294117647057,2021-04-21,2021-09-06,138.0,121.0,1.3155714285714286,43.0,Пшеница яровая,spring,90,0.4808666666666667,0.746,0.197,0.18406057869411765,0.3861818181818182,0.6597714285714286,0.3382727272727273,0.0004864468864468834,58,2021-07-21,202.0,93.26050000000001,70.0,7.2,3.39,148.5,272.23874,13.42,,420.0,,,-1.4575342465753425,-41.6,19.1,3.88682191780822,-37.81,25.95,10.00054794520548,-32.3,35.5,488.5,1.3383561643835618,33.026666666666664,73.0,33.956,43.0
213,2022,14.0,16.53751,50.39439495003087,82.4009559934276,14,3,7,2,0,0,0,45.753697572571426,106.53197771568573,32.56222045358572,184.84789574184288,2021-10-06,2022-09-09,337.0,133.0,1.4814285714285713,40.0,Подсолнечник,spring,113,0.3991592920353982,0.75,0.105,0.19504443478948957,0.36453846153846153,0.6068,0.24743589743589745,-0.001356327766318448,46,2022-07-11,192.0,80.027,62.0,7.2,3.39,148.5,272.23874,13.42,,420.0,,,-1.3495616438356164,-36.4,20.3,4.331150684931506,-32.91,27.13,11.111698630136988,-28.0,39.5,386.7,1.0594520547945203,31.98639455782313,49.0,23.059,43.0
213,2023,14.0,16.53751,50.39439495003087,82.4009559934276,16,7,7,1,0,0,0,59.00000000000001,0.0,0.0,59.00000000000001,2022-07-27,2023-08-20,389.0,107.0,0.0,43.0,Пшеница яровая,spring,95,0.4450947368421053,0.612,0.166,0.12092102871200872,0.36671739130434783,0.5088064516129032,0.5356666666666666,0.003333272676371779,72,2023-07-05,186.0,96.0635,47.0,7.2,3.39,148.5,272.23874,13.42,,420.0,,,0.3868219178082192,-34.3,22.7,5.611232876712329,-29.65,29.31,12.118575342465752,-27.0,40.2,553.4,1.5161643835616438,35.55263157894737,68.0,16.769,40.0
