field_id,year,crop_id,prev_crop_id,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,target_yield_t_ha,target_source,unit_fix_applied,sowing_date,harvesting_date,sowing_date_valid,days_after_sowing_asof,sowing_doy,gdd_base_temp,gdd_from_sowing_asof,wx_sow_precip_sum,wx_sow_et0_sum,wx_sow_water_balance,wx_sow_srad_sum,wx_sow_vpd_max,wx_sow_vpd_days_high,wx_sow_hot_d30,wx_sow_dry_days,wx_sow_drought_run,ndvi_sow_n_obs,ndvi_sow_mean,ndvi_sow_max,ndvi_sow_last,ndvi_sow_peak_das,ndvi_at_das_30,ndvi_at_das_45,ndvi_at_das_60,ndvi_at_das_75,ndvi_at_das_90,ndvi_at_das_120,ndvi_sow_peak_gdd,ndvi_at_sow_gdd_200,ndvi_at_sow_gdd_400,ndvi_at_sow_gdd_600,ndvi_at_sow_gdd_800,ndvi_at_sow_gdd_1000,ndvi_at_sow_gdd_1200,ndvi_growth_per_100gdd_from_sow
209,2018,40.0,44.0,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,54.0,0.5043703703703704,0.756,0.168,0.2104629197829549,0.2785,0.72375,0.0078871171097135,0.695,27.236,208.0,0.588,29.0,2,1,44__40,13.511475409836066,32.0,234.3,2474.03,3.93,1.6140983606557378,42,487.8,-253.50000000000003,996.8000000000002,5,81,12,2,63.4,434.49,74.98,101.3,8.935483870967742,26.8,529.24,95.22,2.41,23.2,20.126666666666665,32.0,775.11,167.64,3.93,4,46.4,19.32903225806452,30.0,735.19,149.96,3.25,1,-0.0033592053236466,0.0973648629148628,-0.0884711038961039,0.0666427456382002,0.0505806242093534,11,1.7399999999999998,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2018,21.0,44.0,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,53.0,0.4518867924528301,0.714,0.177,0.1873141504468793,0.305,0.648,0.0069403257335242,0.712,23.949999999999996,209.0,0.5369999999999999,21.0,2,1,44__21,13.511475409836066,32.0,234.3,2474.03,3.93,1.6140983606557378,42,487.8,-253.50000000000003,996.8000000000002,5,81,12,2,63.4,434.49,74.98,101.3,8.935483870967742,26.8,529.24,95.22,2.41,23.2,20.126666666666665,32.0,775.11,167.64,3.93,4,46.4,19.32903225806452,30.0,735.19,149.96,3.25,1,-0.0613088361416008,0.0797041191132098,-0.1882465531942805,0.0797041191132098,0.0188696379693538,11,0.978,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2018,40.0,40.0,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,52.0,0.443076923076923,0.743,0.172,0.216498964836204,0.2465,0.6972499999999999,0.0075229495406591,0.698,23.039999999999996,210.0,0.571,21.0,1,99,40__40,13.31065573770492,32.2,226.3,2453.68,3.93,1.625655737704918,45,473.87,-247.57,975.3,7,81,12,2,71.9,427.45,72.12,104.3,8.829032258064515,26.5,523.04,92.05,2.17,21.3,19.726666666666667,32.2,771.79,162.41,3.93,4,28.799999999999997,19.24516129032258,30.8,731.4,147.29,3.41,3,-0.037957260415381,0.1262599927849927,-0.1863816849816849,0.1050610389610389,0.0480838164639719,11,2.613,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2018,16.0,40.0,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,46.0,0.4166521739130435,0.629,0.184,0.1212523809522041,0.30425,0.52125,0.0046957074303096,0.629,19.166,212.0,0.445,17.0,1,99,40__16,13.139344262295085,31.8,242.90000000000003,2438.63,3.72,1.5836065573770493,43,459.46,-216.55999999999997,954.8,5,78,12,2,72.2,423.51,69.33,106.5,8.741935483870968,26.6,519.05,89.07,2.25,24.9,19.209999999999997,31.8,768.8199999999999,155.38,3.72,4,39.3,19.335483870967742,30.7,727.25,145.68,3.34,1,-0.09359666205391,0.0460461662075297,-0.1652070346320346,0.0460461662075297,-0.0814772502537335,11,3.312,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2018,16.0,40.0,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,41.0,0.4389268292682927,0.577,0.075,0.1154595040915576,0.35,0.522,0.0042690843857484,0.573,17.996000000000002,210.0,0.502,18.0,1,99,40__16,13.139344262295085,31.8,242.90000000000003,2438.63,3.72,1.5836065573770493,43,459.46,-216.55999999999997,954.8,5,78,12,2,72.2,423.51,69.33,106.5,8.741935483870968,26.6,519.05,89.07,2.25,24.9,19.209999999999997,31.8,768.8199999999999,155.38,3.72,4,39.3,19.335483870967742,30.7,727.25,145.68,3.34,1,-0.0188784038054141,0.0491680670339761,-0.0729968614718614,0.0491680670339761,-0.0151943655712973,11,3.312,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2018,36.0,43.0,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,50.0,0.45732,0.712,0.158,0.1880723733034706,0.26675,0.64575,0.0069117807411773,0.704,22.866,208.0,0.5539999999999999,26.0,2,1,43__36,13.31065573770492,32.2,226.3,2453.68,3.93,1.625655737704918,45,473.87,-247.57,975.3,7,81,12,2,71.9,427.45,72.12,104.3,8.829032258064515,26.5,523.04,92.05,2.17,21.3,19.726666666666667,32.2,771.79,162.41,3.93,4,28.799999999999997,19.24516129032258,30.8,731.4,147.29,3.41,3,-0.0424757114152261,0.1091137675455855,-0.1567686147186147,0.1091137675455855,0.007748994780472,11,0.93,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2018,36.0,43.0,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,49.0,0.4882244897959184,0.673,0.161,0.1924949260191214,0.267,0.654,0.0068174506770869,0.647,23.923,190.0,0.512,30.0,2,1,43__36,13.31065573770492,32.2,226.3,2453.68,3.93,1.625655737704918,45,473.87,-247.57,975.3,7,81,12,2,71.9,427.45,72.12,104.3,8.829032258064515,26.5,523.04,92.05,2.17,21.3,19.726666666666667,32.2,771.79,162.41,3.93,4,28.799999999999997,19.24516129032258,30.8,731.4,147.29,3.41,3,-0.0153913709116074,0.0325467794831431,-0.0712924999999999,0.0325467794831431,-0.0118033479916547,11,0.9,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2019,43.0,40.0,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,56.0,0.447375,0.737,0.167,0.2401877660215619,0.175,0.6902499999999999,0.0068632903310175,0.494,25.053,187.0,0.57,28.0,1,99,40__43,12.984426229508198,30.0,278.0,2594.9100000000003,3.03,1.3779508196721313,21,460.6,-182.6,916.9,1,81,16,1,51.4,477.14,73.63,63.1,9.712903225806452,25.9,688.78,113.15,2.28,101.8,16.436666666666667,28.5,700.99,124.64,2.3,0,61.7,20.04516129032258,30.0,728.0,149.18,3.03,1,0.0204451976256831,0.105040254190254,-0.0517219598583235,0.0201631042568543,0.0551845310063112,12,3.5799999999999996,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2019,40.0,40.0,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,55.0,0.4560727272727273,0.699,0.158,0.2137209611998747,0.2175,0.6395,0.0064538872187441,0.697,25.084000000000003,196.0,0.5409999999999999,30.0,1,99,40__40,12.258196721311476,28.4,284.70000000000005,2611.48,2.62,1.2865573770491805,16,460.44,-175.73999999999995,849.4000000000001,0,81,13,0,45.9,486.12,73.82,70.1,9.151612903225804,25.0,693.09,114.07,2.17,103.4,15.61,26.6,702.02,122.46,2.13,0,65.3,19.27741935483871,28.4,730.25,150.09,2.62,0,-0.0027780121160171,0.0554203241203241,-0.1095716033966033,0.033652417027417,0.0148131023910853,12,2.133,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2019,40.0,21.0,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,58.0,0.4618275862068965,0.756,0.168,0.2367696492906303,0.20775,0.708,0.006908301135666,0.73,26.786,193.0,0.588,30.0,3,2,21__40,13.242622950819673,29.9,286.7,2603.8899999999994,2.99,1.3804918032786886,21,471.6799999999999,-184.97999999999996,946.8,0,82,15,0,49.4,480.41,76.11,67.3,9.941935483870967,26.0,690.37,115.65,2.34,112.4,16.666666666666668,27.9,703.74,126.81,2.34,0,57.6,20.270967741935483,29.9,729.37,153.11,2.99,0,0.018136773435009,0.0958622685185184,-0.1195596615505706,0.0958622685185184,0.0784209116838022,12,1.965,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2019,40.0,,93.0,6.245,4.8,25.325,403.5,,342.0,52.0,0.4668461538461539,0.741,0.176,0.2261372442885909,0.20275,0.702,0.0067064116578562,0.698,24.276000000000003,194.0,0.565,28.0,99,2,-1__40,13.242622950819673,29.9,286.7,2603.8899999999994,2.99,1.3804918032786886,21,471.6799999999999,-184.97999999999996,946.8,0,82,15,0,49.4,480.41,76.11,67.3,9.941935483870967,26.0,690.37,115.65,2.34,112.4,16.666666666666668,27.9,703.74,126.81,2.34,0,57.6,20.270967741935483,29.9,729.37,153.11,2.99,0,0.0254890481786649,0.0957728505291005,-0.0873469696969697,0.0761202621452621,0.08487848545394,12,1.868,productivity_normalized,True,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
