field_id,year,yield_t_ha,harvested_weight_t,completed_area_ha,completed_date,humidity,protein_content,oil_content,operation_id,crop_id,variety,till_type,sowing_date,harvesting_date,standard_name,field_name,field_tillable_area,field_calculated_area,lat,long,cropwise_t_ha,target_yield_t_ha,target_source,prev_crop_id,prev_standard_name,rotation_pair,years_since_sunflower,years_since_wheat,asof_tag,sowing_known_asof,sowing_doy,days_after_sowing_asof,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_last_value_asof,ndvi_last_doy_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_slope_asof,ndvi_integral_asof,ndvi_last30d_mean_asof,ndvi_above_05_days_asof,cw_temp_n_obs_asof,cw_temp_mean_asof,cw_temp_max_asof,cw_temp_min_asof,cw_temp_std_asof,cw_temp_p25_asof,cw_temp_p75_asof,cw_temp_last_value_asof,cw_temp_last_doy_asof,cw_temp_peak_doy_asof,cw_temp_amplitude_asof,cw_temp_slope_asof,cw_temp_integral_asof,cw_temp_last30d_mean_asof,cw_sm_n_obs_asof,cw_sm_mean_asof,cw_sm_max_asof,cw_sm_min_asof,cw_sm_std_asof,cw_sm_p25_asof,cw_sm_p75_asof,cw_sm_last_value_asof,cw_sm_last_doy_asof,cw_sm_peak_doy_asof,cw_sm_amplitude_asof,cw_sm_slope_asof,cw_sm_integral_asof,cw_sm_last30d_mean_asof,gdd_to_asof,heat_days_ge30_to_asof,cold_days_le0_to_asof,field_soil_pH,field_soil_OM,field_soil_N,field_soil_P,field_soil_K,field_soil_Mg,field_soil_S,field_soil_Zn
207,2021,3.554181818181818,390.96,110.0,2021-08-24,0.0,0.0,0.0,7039,3.0,Планета,,2021-05-13,2021-08-24,barley_spring,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,3.1641,3.554181818181818,v26_harvest_op,,missing,missing->barley_spring,,,09_01,1,133.0,111.0,75,0.4471733333333333,0.754,0.181,0.21345078266950024,0.224,0.66,0.196,241.0,198.0,0.573,0.0022964232775002646,60.590999999999994,0.36224999999999996,33,132,15.717424242424238,45.55,-34.5,21.589999249835493,-1.2875,31.9875,40.7,241.0,147.0,80.05,0.262089867024494,3135.8000000000006,32.01666666666667,244,0.45254713114754097,0.9275,0.0,0.28038030531141767,0.115,0.654625,0.5694999999999999,244.0,193.0,0.9275,0.0032230319814628935,110.07875,0.6246290322580647,2605.2999999999993,40,35,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533
207,2022,1.9018181818181816,209.2,110.0,2022-08-11,0.0,0.0,0.0,8712,44.0,Булава,,2021-09-13,2022-08-11,wheat_winter,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,2.9544,1.9018181818181816,v26_harvest_op,3.0,barley_spring,barley_spring->wheat_winter,,,09_01,1,256.0,353.0,82,0.39729268292682923,0.676,0.161,0.1728810734470854,0.213,0.563,0.213,244.0,184.0,0.515,0.0008525249363814127,54.96450000000001,0.2913157894736842,23,162,15.3570987654321,44.1,-23.75,21.484767692888976,-8.450000000000001,32.7125,40.55,244.0,141.0,67.85,0.2615642862867351,3332.8,33.01,243,0.45929629629629626,0.896,0.0,0.26161044584884047,0.1425,0.64375,0.489,244.0,112.0,0.896,0.002707920627282465,111.52175,0.5860161290322582,3166.7000000000003,59,54,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533
207,2023,1.0778181818181818,118.56,110.0,2023-08-18,19.0,0.0,0.0,12581,44.0,Булава,,2022-08-30,2023-08-18,wheat_winter,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,2.1542000000000003,1.0778181818181818,v26_harvest_op,44.0,wheat_winter,wheat_winter->wheat_winter,,1.0,09_01,1,242.0,367.0,80,0.37598750000000003,0.604,0.165,0.12239837557643483,0.2955,0.4595,0.303,244.0,231.0,0.43899999999999995,0.002636915199455459,50.38649999999999,0.4951764705882353,11,139,19.172661870503596,49.05,-29.9,21.926669992117418,-0.425,37.849999999999994,26.0,244.0,157.0,78.94999999999999,0.28611845779748923,3457.375,29.90555555555555,244,0.49372745901639337,0.9410000000000001,0.038,0.23110506646545512,0.344625,0.6552499999999999,0.7569999999999999,244.0,226.0,0.903,0.0024430762590403484,120.035,0.7324354838709677,3089.0,66,36,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533
207,2024,3.132727272727273,344.6,110.0,2024-09-29,0.0,0.0,0.0,31067,40.0,LG50479,,2024-05-06,2024-09-29,sunflower,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,3.0323,3.132727272727273,v26_harvest_op,44.0,wheat_winter,wheat_winter->sunflower,,1.0,09_01,1,127.0,118.0,71,0.5254225352112674,0.818,0.123,0.24330943967677507,0.2255,0.732,0.611,241.0,195.0,0.695,0.005253441029912042,69.22350000000002,0.680375,42,138,13.190217391304346,41.05,-27.6,19.420161586343653,-5.1125,28.35,24.2,241.0,131.0,68.65,0.23058925576818187,2696.4500000000003,25.660000000000004,245,0.5614571428571428,0.9704999999999999,0.041,0.27450069551229683,0.34950000000000003,0.786,0.76,245.0,101.0,0.9294999999999999,0.0027606912337105956,136.94325,0.6286290322580645,1831.5499999999997,24,42,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533
207,2025,2.6312280701754385,149.98,57.0,2025-09-18,0.0,0.0,0.0,35709,43.0,Дарья,,2025-05-13,2025-09-18,wheat_spring,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,3.4044,2.6312280701754385,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,09_01,1,133.0,111.0,78,0.45441025641025645,0.781,0.151,0.2276171119191081,0.21225,0.7012499999999999,0.298,240.0,191.0,0.63,0.0033754299530935586,62.539,0.3355,37,107,9.698598130841122,40.85,-24.3,20.78442022773277,-10.9,30.1,25.8,177.0,142.0,65.15,0.3873990203806607,1257.3749999999998,,242,0.5562231404958677,0.96,0.0025,0.2946534415572678,0.24312499999999998,0.7945,0.952,244.0,99.0,0.9575,0.0033272650149873705,135.11175,0.7993064516129033,1577.5,28,44,6.875,3.55,,244.935,425.663535,412.5,17.4575,1.9075
208,2021,2.84340206185567,275.81,97.0,2021-10-15,0.0,0.0,0.0,7639,40.0,Фортими,,2021-05-07,2021-10-15,sunflower,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,3.0768999999999997,2.84340206185567,v26_harvest_op,,missing,missing->sunflower,,,09_01,1,127.0,117.0,69,0.5331304347826087,0.779,0.126,0.19834305758965667,0.355,0.705,0.539,243.0,197.0,0.653,0.004132726090881796,72.9335,0.6565000000000001,44,138,13.539855072463764,44.4,-35.0,20.480238052904408,-3.35,29.0375,29.5,241.0,147.0,79.4,0.24598654702479303,2803.6249999999995,26.513157894736842,244,0.451280737704918,0.923,0.0,0.28126905414120584,0.11124999999999999,0.6479999999999999,0.574,244.0,193.0,0.923,0.0032518495801477846,109.768,0.630016129032258,1877.05,29,38,5.325,6.025,12.1,27.725,593.25,397.5,20.45,2.62
208,2022,2.356923076923077,306.4,130.0,2022-09-05,0.0,0.0,0.0,8780,43.0,Дарья,,2022-05-24,2022-09-05,wheat_spring,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,3.4204,2.356923076923077,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,,09_01,1,144.0,100.0,77,0.4704285714285714,0.738,0.192,0.17217820944315249,0.354,0.633,0.356,244.0,182.0,0.546,0.002235244357036013,63.597500000000004,0.44594117647058823,34,157,13.477707006369425,42.25,-24.4,20.277400581929,-8.3,29.1,33.0,244.0,138.0,66.65,0.24112974547839294,2902.75,26.898000000000003,243,0.4599259259259259,0.884,0.0,0.2614774669191347,0.142,0.6485000000000001,0.498,244.0,112.0,0.884,0.002721184027643929,111.66824999999997,0.5899193548387097,2779.25,34,51,5.325,6.025,12.1,27.725,593.25,397.5,20.45,2.62
208,2023,2.018076923076923,262.35,130.0,2023-09-20,20.0,0.0,0.0,12826,43.0,Токката,,2023-05-25,2023-09-20,wheat_spring,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,1.5494,2.018076923076923,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_spring,2.0,1.0,09_01,1,145.0,99.0,77,0.42654545454545456,0.592,0.045,0.1336932470153996,0.363,0.557,0.444,244.0,186.0,0.5469999999999999,0.0028915832581831156,56.790000000000006,0.5005333333333332,29,148,16.18108108108108,46.45,-30.0,19.973530969055126,-0.7374999999999999,31.787499999999998,22.75,244.0,157.0,76.45,0.2565381689152116,2902.325,26.533333333333335,244,0.4969118852459016,0.9339999999999999,0.038,0.23187397965426854,0.353,0.66025,0.7615,244.0,226.0,0.8959999999999999,0.002449196642834425,120.81025,0.7338870967741936,2849.7999999999997,48,38,5.325,6.025,12.1,27.725,593.25,397.5,20.45,2.62
208,2024,2.360615384615385,306.88,130.0,2024-09-26,0.0,0.0,0.0,31068,40.0,,,2024-05-06,2024-09-26,sunflower,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,2.8781,2.360615384615385,v26_harvest_op,43.0,wheat_spring,wheat_spring->sunflower,3.0,1.0,09_01,1,127.0,118.0,70,0.5473142857142859,0.765,0.17,0.18488973879099965,0.38325,0.693,0.576,239.0,197.0,0.595,0.004219827091061705,71.99499999999999,0.6684285714285715,45,148,12.50168918918919,37.25,-29.8,19.100699908943252,-4.9625,27.725,23.35,241.0,131.0,67.05,0.23218322855090298,2498.525,25.69782608695652,245,0.5648448979591837,0.976,0.03900000000000001,0.2752899481186948,0.3545,0.7925,0.768,245.0,101.0,0.9369999999999999,0.002778188724510195,137.765,0.6378709677419355,1872.35,22,45,,7.0,,,,,,
208,2025,3.8430769230769233,499.6,130.0,2025-10-09,0.0,0.0,0.0,35710,43.0,Токката,,2025-05-20,2025-10-09,wheat_spring,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,3.0721,3.8430769230769233,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,09_01,1,140.0,104.0,76,0.4963289473684211,0.78,0.184,0.19202010504370948,0.34225000000000005,0.6964999999999999,0.339,240.0,191.0,0.5960000000000001,0.002589377123193181,68.61749999999999,0.4098333333333333,37,107,7.517757009345794,38.3,-23.1,18.924589962516144,-10.125,27.225,24.0,177.0,142.0,61.4,0.35162647732334695,1054.0749999999998,,242,0.5571756198347108,0.9655,0.0015,0.2954970164310583,0.241375,0.799625,0.9535,244.0,99.0,0.9640000000000001,0.0033500677026306967,135.3475,0.8058548387096773,1333.3500000000001,16,45,6.8,3.915999999999999,,202.758,706.31834,504.0,22.828,3.378
209,2021,2.257953795379538,684.16,303.0,2021-10-25,0.0,0.0,0.0,7640,40.0,Неома,,2021-05-08,2021-10-24,sunflower,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,2.3811,2.257953795379538,v26_harvest_op,,missing,missing->sunflower,,,09_01,1,128.0,116.0,73,0.5272054794520548,0.753,0.186,0.1934577196315621,0.344,0.67,0.624,243.0,206.0,0.567,0.004295090752262356,69.65350000000001,0.6711111111111112,49,130,14.503461538461536,43.9,-35.2,21.02849000437039,-1.375,29.775,28.65,241.0,147.0,79.1,0.2517184738057675,2861.425,27.647222222222226,244,0.4516372950819672,0.9265,0.0,0.28124559851284314,0.11187499999999999,0.64875,0.5745,244.0,193.0,0.9265,0.003249172686682444,109.85475,0.6293709677419356,1890.3999999999999,31,35,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656
209,2022,2.6455775577557756,801.61,303.0,2022-08-28,0.0,0.0,0.0,8781,43.0,Ликамеро,,2022-05-19,2022-08-28,wheat_spring,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,3.4979,2.6455775577557756,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,,09_01,1,139.0,105.0,85,0.4443647058823529,0.747,0.148,0.20615356052959924,0.251,0.65,0.288,244.0,191.0,0.599,0.0021795793871721013,61.21299999999999,0.3752631578947369,35,161,13.727950310559006,43.3,-24.5,20.66353559418594,-7.95,29.9,35.25,244.0,138.0,67.8,0.24762935739400171,3084.9,28.133333333333336,243,0.460224279835391,0.887,0.0,0.26172362772918334,0.14275,0.649,0.4955,244.0,112.0,0.887,0.002723234973997602,111.743,0.5899032258064517,2898.3,40,53,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656
209,2023,1.4815841584158416,448.92,303.0,2023-09-03,0.0,0.0,0.0,12582,44.0,Бригада,,2022-09-08,2023-09-03,wheat_winter,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,3.0968,1.4815841584158416,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_winter,2.0,1.0,09_01,1,251.0,358.0,83,0.3616144578313253,0.547,0.178,0.10464199798732028,0.295,0.443,0.349,244.0,192.0,0.36900000000000005,0.002088456298784197,49.3795,0.415764705882353,9,146,17.358904109589037,48.0,-30.9,20.728794813386102,-1.5,34.625,25.2,244.0,157.0,78.9,0.27177761323480804,3300.85,30.329411764705885,244,0.49578688524590164,0.9365,0.038,0.2314239590975763,0.351125,0.6593749999999999,0.7605,244.0,226.0,0.8985,0.002443586153344155,120.53600000000002,0.7329838709677419,2981.45,60,38,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656
209,2024,6.383948598130841,1366.165,214.0,2024-07-30,0.0,0.0,0.0,29949,44.0,"Алексеич, Еланчик",,2023-09-01,2024-07-30,wheat_winter,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,5.6417,6.383948598130841,v26_harvest_op,44.0,wheat_winter,wheat_winter->wheat_winter,3.0,1.0,09_01,1,244.0,366.0,72,0.5287638888888888,0.792,0.225,0.2025882861766387,0.33425000000000005,0.763,0.225,239.0,163.0,0.5670000000000001,-0.0020735889627014276,73.585,0.27881249999999996,36,145,13.520344827586207,38.5,-28.7,19.435972245361775,-2.1,29.25,29.25,241.0,216.0,67.2,0.2518848455316136,2578.975,31.05909090909091,245,0.5634163265306122,0.974,0.039,0.2752486744648716,0.351,0.792,0.7635000000000001,245.0,101.0,0.9349999999999999,0.002774666051946568,137.41925,0.6339677419354841,2545.95,28,42,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656
209,2025,3.287196261682243,703.46,214.0,2025-10-16,0.0,0.0,0.0,35738,40.0,Неома,,2025-05-07,2025-10-16,sunflower,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,3.0953,3.287196261682243,v26_harvest_op,44.0,wheat_winter,wheat_winter->sunflower,4.0,1.0,09_01,1,127.0,117.0,80,0.497025,0.759,0.148,0.21978466592326223,0.2615,0.695,0.558,241.0,196.0,0.611,0.004697032007609816,70.82550000000002,0.6572666666666667,45,105,8.869523809523809,40.8,-24.55,20.933015043726066,-10.4,29.85,24.8,177.0,142.0,65.35,0.3871118848218462,1180.625,,242,0.5568801652892561,0.964,0.002,0.2953968546808591,0.24125,0.799,0.9535,244.0,99.0,0.962,0.0033472389935054604,135.274,0.8047741935483869,1178.6000000000001,26,44,7.042857142857143,3.5357142857142856,,171.9557142857143,277.5815457142857,437.1428571428572,13.94,2.03
210,2021,2.402302631578947,365.15,152.0,2021-10-08,0.0,0.0,0.0,7641,40.0,Фортими,,2021-05-07,2021-10-08,sunflower,Козлов увал правый,247.0,245.92428,50.38689148783278,82.39474357476328,2.9186,2.402302631578947,v26_harvest_op,,missing,missing->sunflower,,,09_01,1,127.0,117.0,69,0.5298985507246379,0.775,0.194,0.2026404072133215,0.343,0.716,0.539,243.0,200.0,0.581,0.004325429454716443,71.528,0.6691176470588235,42,131,13.956870229007635,45.95,-35.2,21.91819520499414,-2.35,29.775,28.65,241.0,147.0,81.15,0.25887343472876145,2891.425,27.36176470588235,244,0.4520061475409836,0.9235,0.0,0.2807312592520187,0.11224999999999999,0.6516249999999999,0.5725,244.0,193.0,0.9235,0.0032374329331003805,109.94525,0.6279516129032259,1902.45,31,37,5.792,5.087,7.993,21.912,420.0,393.167,12.033,0.58
210,2022,3.0906122448979594,757.2,245.0,2022-09-07,0.0,0.0,0.0,8782,43.0,Дарья,,2022-05-23,2022-09-07,wheat_spring,Козлов увал правый,247.0,245.92428,50.38689148783278,82.39474357476328,3.41,3.0906122448979594,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,,09_01,1,143.0,101.0,86,0.463639534883721,0.765,0.102,0.19743717945802863,0.32625000000000004,0.661,0.327,244.0,193.0,0.663,0.0026483385968023567,63.58600000000001,0.4420526315789474,40,157,13.854777070063696,44.9,-24.8,21.57251936676111,-9.35,30.75,35.55,244.0,138.0,69.7,0.25989117464316763,3076.7250000000004,29.486363636363638,243,0.45956584362139924,0.8895,0.0,0.26148636901188715,0.142,0.6465,0.4945,244.0,112.0,0.8895,0.0027165240759384696,111.58325000000002,0.5887096774193549,2892.65,44,54,5.792,5.087,7.993,21.912,420.0,393.167,12.033,0.58
