field_id,year,yield_t_ha,harvested_weight_t,completed_area_ha,completed_date,humidity,protein_content,oil_content,operation_id,crop_id,variety,till_type,sowing_date,harvesting_date,standard_name,field_name,field_tillable_area,field_calculated_area,lat,long,cropwise_t_ha,target_yield_t_ha,target_source,prev_crop_id,prev_standard_name,rotation_pair,years_since_sunflower,years_since_wheat,asof_tag,sowing_known_asof,sowing_doy,days_after_sowing_asof,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_last_value_asof,ndvi_last_doy_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_slope_asof,ndvi_integral_asof,ndvi_last30d_mean_asof,ndvi_above_05_days_asof,cw_temp_n_obs_asof,cw_temp_mean_asof,cw_temp_max_asof,cw_temp_min_asof,cw_temp_std_asof,cw_temp_p25_asof,cw_temp_p75_asof,cw_temp_last_value_asof,cw_temp_last_doy_asof,cw_temp_peak_doy_asof,cw_temp_amplitude_asof,cw_temp_slope_asof,cw_temp_integral_asof,cw_temp_last30d_mean_asof,cw_sm_n_obs_asof,cw_sm_mean_asof,cw_sm_max_asof,cw_sm_min_asof,cw_sm_std_asof,cw_sm_p25_asof,cw_sm_p75_asof,cw_sm_last_value_asof,cw_sm_last_doy_asof,cw_sm_peak_doy_asof,cw_sm_amplitude_asof,cw_sm_slope_asof,cw_sm_integral_asof,cw_sm_last30d_mean_asof,gdd_to_asof,heat_days_ge30_to_asof,cold_days_le0_to_asof,field_soil_pH,field_soil_OM,field_soil_N,field_soil_P,field_soil_K,field_soil_Mg,field_soil_S,field_soil_Zn,s2_ndvi_mean,s2_ndre_mean,s2_evi_mean,s2_gcvi_mean,s2_cloud_cover,s2_pixels_10m,s2_pixels_20m,s2_ndre_minus_ndvi,s2_evi_minus_ndvi
207,2021,3.554181818181818,390.96,110.0,2021-08-24,0.0,0.0,0.0,7039,3.0,Планета,,2021-05-13,2021-08-24,barley_spring,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,3.1641,3.554181818181818,v26_harvest_op,,missing,missing->barley_spring,,,08_01,1,133.0,80.0,59,0.4702033898305084,0.754,0.181,0.2271651963421928,0.216,0.6995,0.601,213.0,198.0,0.573,0.0066358622456688,49.561,0.6987777777777777,30,114,13.143859649122808,45.55,-34.5,22.083963718593665,-6.4375,30.7,29.4,213.0,147.0,80.05,0.3058710724820032,2265.0999999999995,25.94047619047619,213,0.4275023474178403,0.9275,0.0,0.2894829959152473,0.099,0.649,0.5735,213.0,193.0,0.9275,0.0040397668146065,90.71325,0.6831774193548388,2029.0,30,35,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533,0.8085542917251587,0.5752546787261963,0.6264019012451172,4.44235372543335,0.014259,11067.0,2772.0,-0.2332996129989624,-0.1821523904800415
207,2022,1.9018181818181816,209.2,110.0,2022-08-11,0.0,0.0,0.0,8712,44.0,Булава,,2021-09-13,2022-08-11,wheat_winter,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,2.9544,1.9018181818181816,v26_harvest_op,3.0,barley_spring,barley_spring->wheat_winter,,,08_01,1,256.0,322.0,63,0.4292539682539681,0.676,0.161,0.1756292061127889,0.2264999999999999,0.5925,0.493,209.0,184.0,0.515,0.0051515749252546,43.561499999999995,0.5648235294117647,23,137,12.135766423357666,44.1,-23.75,21.79368668117262,-10.25,30.5,34.4,209.0,141.0,67.85,0.3095921553537484,2199.4,28.65625,212,0.4407665094339623,0.896,0.0,0.2744929260886728,0.12525,0.6539999999999999,0.56,213.0,112.0,0.896,0.0034876507463821,93.31975,0.6434354838709676,2341.4500000000003,39,54,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533,0.372572124004364,0.2580840289592743,0.3797028958797455,1.1487606763839722,9.3e-05,11067.0,2772.0,-0.11448809504508972,0.00713077187538147
207,2023,1.0778181818181818,118.56,110.0,2023-08-18,19.0,0.0,0.0,12581,44.0,Булава,,2022-08-30,2023-08-18,wheat_winter,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,2.1542000000000003,1.0778181818181818,v26_harvest_op,44.0,wheat_winter,wheat_winter->wheat_winter,,1.0,08_01,1,242.0,336.0,63,0.3438253968253969,0.475,0.165,0.104032738998705,0.2475,0.4345,0.475,213.0,207.0,0.3099999999999999,0.0034318138822238,34.6145,0.445111111111111,0,121,17.576033057851237,49.05,-29.9,22.994402929442455,-2.2,38.0,30.45,213.0,157.0,78.94999999999999,0.3761442848548278,2574.45,36.955263157894734,213,0.4589859154929577,0.8540000000000001,0.038,0.2236034484283382,0.264,0.615,0.679,213.0,115.0,0.8160000000000001,0.0025452114911298,97.3685,0.5891129032258065,2550.7,59,36,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533,0.289818674325943,0.2177756875753402,0.3104756474494934,0.8710658550262451,8.8e-05,11067.0,2772.0,-0.0720429867506028,0.020656973123550415
207,2024,3.132727272727273,344.6,110.0,2024-09-29,0.0,0.0,0.0,31067,40.0,LG50479,,2024-05-06,2024-09-29,sunflower,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,3.0323,3.132727272727273,v26_harvest_op,44.0,wheat_winter,wheat_winter->sunflower,,1.0,08_01,1,127.0,87.0,55,0.4803454545454544,0.818,0.123,0.2590055259629393,0.2175,0.7404999999999999,0.711,214.0,195.0,0.695,0.0073046569815369,51.04499999999999,0.769875,26,118,11.076694915254238,41.05,-27.6,20.220382905353866,-7.5,28.875,29.45,214.0,131.0,68.65,0.2779691101229408,2001.15,25.052380952380947,214,0.5517266355140187,0.9705,0.041,0.2921064910970256,0.263125,0.8025,0.7015,214.0,101.0,0.9295,0.0038340951599621,117.485,0.8123548387096774,1438.35,21,42,6.475,5.275,5.55,44.3,447.0,379.5,7.398,0.533,0.695637583732605,0.5395955443382263,0.982556164264679,3.1685757637023926,6.2e-05,11067.0,2772.0,-0.15604203939437866,0.286918580532074
207,2025,2.6312280701754385,149.98,57.0,2025-09-18,0.0,0.0,0.0,35709,43.0,Дарья,,2025-05-13,2025-09-18,wheat_spring,Александров ключ,111.0,110.91329,50.41868820400116,82.45505975772673,3.4044,2.6312280701754385,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,08_01,1,133.0,80.0,70,0.4680000000000001,0.781,0.151,0.2358685469251282,0.21025,0.7075,0.452,213.0,191.0,0.63,0.0061146520589102,52.836,0.66265,37,107,9.698598130841122,40.85,-24.3,20.78442022773277,-10.9,30.1,25.8,177.0,142.0,65.15,0.3873990203806607,1257.3749999999998,,211,0.5205094786729857,0.96,0.0025,0.297696909871637,0.1825,0.7775,0.625,213.0,99.0,0.9575,0.0038547674591809,110.49675000000002,0.7823387096774194,1577.5,28,44,6.875,3.55,,244.935,425.663535,412.5,17.4575,1.9075,0.5693027377128601,0.4109988510608673,0.6920119524002075,2.0017552375793457,2.6e-05,11067.0,2772.0,-0.1583038866519928,0.12270921468734741
208,2021,2.84340206185567,275.81,97.0,2021-10-15,0.0,0.0,0.0,7639,40.0,Фортими,,2021-05-07,2021-10-15,sunflower,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,3.0768999999999997,2.84340206185567,v26_harvest_op,,missing,missing->sunflower,,,08_01,1,127.0,86.0,53,0.4958867924528302,0.779,0.126,0.2105378252554551,0.321,0.705,0.725,213.0,197.0,0.653,0.0067809341883981,52.5845,0.7449333333333334,28,119,11.468487394957982,44.4,-35.0,21.29116760255513,-7.2,29.225,27.95,213.0,147.0,79.4,0.3048702374975773,2097.2000000000003,25.364285714285717,213,0.4252676056338028,0.923,0.0,0.289898863265167,0.0915,0.6455,0.577,213.0,193.0,0.923,0.0040520774089076,90.23600000000002,0.6829032258064517,1487.3,27,38,5.325,6.025,12.1,27.725,593.25,397.5,20.45,2.62,0.7744050621986389,0.5275918245315552,0.6561999320983887,3.9161784648895264,0.014259,12812.0,3202.0,-0.24681323766708374,-0.11820513010025024
208,2022,2.356923076923077,306.4,130.0,2022-09-05,0.0,0.0,0.0,8780,43.0,Дарья,,2022-05-24,2022-09-05,wheat_spring,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,3.4204,2.356923076923077,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,,08_01,1,144.0,69.0,60,0.4773666666666666,0.738,0.192,0.1873070533167991,0.287,0.65425,0.633,212.0,182.0,0.546,0.0059561363543287,48.6645,0.6705625,29,132,10.935984848484846,42.25,-24.4,21.12775471943526,-10.05,29.2625,29.1,209.0,138.0,66.65,0.302344369396049,1975.0250000000003,26.82916666666667,212,0.4409174528301888,0.884,0.0,0.2741601309163642,0.12425,0.6535,0.5665,213.0,112.0,0.884,0.0034914413319374,93.3465,0.6460645161290324,2106.7999999999997,30,51,5.325,6.025,12.1,27.725,593.25,397.5,20.45,2.62,0.4692034423351288,0.3733724057674408,0.493472546339035,1.5767645835876465,9.3e-05,12812.0,3202.0,-0.09583103656768799,0.024269104003906194
208,2023,2.018076923076923,262.35,130.0,2023-09-20,20.0,0.0,0.0,12826,43.0,Токката,,2023-05-25,2023-09-20,wheat_spring,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,1.5494,2.018076923076923,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_spring,2.0,1.0,08_01,1,145.0,68.0,62,0.4086451612903225,0.592,0.045,0.1416320877592309,0.354,0.557,0.57,213.0,186.0,0.5469999999999999,0.0048051426238453,40.9255,0.5658333333333334,21,130,14.74769230769231,46.45,-30.0,20.86019199478211,-2.6,32.7875,28.35,213.0,157.0,76.45,0.3216150585197929,2127.3999999999996,31.0125,213,0.4624225352112678,0.8475,0.038,0.2251151814919945,0.2665,0.6145,0.685,213.0,115.0,0.8095,0.0025626426518908,98.098,0.5933064516129032,2372.2000000000003,45,38,5.325,6.025,12.1,27.725,593.25,397.5,20.45,2.62,0.3725112080574035,0.3055644929409027,0.4180777370929718,1.1733148097991943,8.8e-05,12812.0,3202.0,-0.0669467151165008,0.04556652903556829
208,2024,2.360615384615385,306.88,130.0,2024-09-26,0.0,0.0,0.0,31068,40.0,,,2024-05-06,2024-09-26,sunflower,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,2.8781,2.360615384615385,v26_harvest_op,43.0,wheat_spring,wheat_spring->sunflower,3.0,1.0,08_01,1,127.0,87.0,56,0.5170357142857143,0.765,0.17,0.1943622321746649,0.331,0.6890000000000001,0.682,214.0,197.0,0.595,0.0056825839866038,55.3675,0.7297058823529411,31,125,10.073600000000004,37.25,-29.8,19.796920544367502,-6.7,27.7,29.9,214.0,131.0,67.05,0.2808364482232413,1809.2,24.938095238095237,214,0.554266355140187,0.976,0.039,0.292743347273164,0.26325,0.803625,0.709,214.0,101.0,0.937,0.0038325318133534,118.0205,0.8168548387096773,1419.3000000000002,19,45,,7.0,,,,,,,0.6192770004272461,0.4343100786209106,0.7960783243179321,2.224909543991089,6.2e-05,12812.0,3202.0,-0.1849669218063355,0.17680132389068604
208,2025,3.8430769230769233,499.6,130.0,2025-10-09,0.0,0.0,0.0,35710,43.0,Токката,,2025-05-20,2025-10-09,wheat_spring,Карелкино,130.0,128.21593,50.38399205572653,82.34789025946256,3.0721,3.8430769230769233,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,08_01,1,140.0,73.0,64,0.512546875,0.78,0.184,0.2031348789664994,0.32275,0.71475,0.619,213.0,191.0,0.5960000000000001,0.0061122541954217,56.517,0.7302941176470588,35,107,7.517757009345794,38.3,-23.1,18.924589962516144,-10.125,27.225,24.0,177.0,142.0,61.4,0.3516264773233469,1054.0749999999998,,211,0.5206398104265403,0.9655,0.0015,0.2979658694599051,0.181,0.7785,0.634,213.0,99.0,0.964,0.003862949337794,110.52575,0.7838387096774193,1333.35,16,45,6.8,3.915999999999999,,202.758,706.31834,504.0,22.828,3.378,0.5928832292556763,0.4560824334621429,0.7293197512626648,2.3260233402252197,2.6e-05,12812.0,3202.0,-0.13680079579353338,0.13643652200698853
209,2021,2.257953795379538,684.16,303.0,2021-10-25,0.0,0.0,0.0,7640,40.0,Неома,,2021-05-08,2021-10-24,sunflower,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,2.3811,2.257953795379538,v26_harvest_op,,missing,missing->sunflower,,,08_01,1,128.0,85.0,55,0.4801090909090909,0.753,0.186,0.201157891195157,0.267,0.624,0.736,213.0,206.0,0.567,0.0063718880564683,49.4505,0.6949411764705883,31,112,12.391071428571427,43.9,-35.2,21.915729647787177,-5.8374999999999995,30.2875,28.1,213.0,147.0,79.1,0.3103378960118304,2099.6000000000004,26.085,213,0.4257699530516432,0.9265,0.0,0.289928356276576,0.092,0.6475,0.5765,213.0,193.0,0.9265,0.0040524971376486,90.34324999999998,0.6838870967741935,1500.75,30,35,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656,0.6626021862030029,0.3994403183460235,0.4794546663761139,2.5706772804260254,0.014259,30135.0,7532.0,-0.2631618678569794,-0.18314751982688904
209,2022,2.6455775577557756,801.61,303.0,2022-08-28,0.0,0.0,0.0,8781,43.0,Ликамеро,,2022-05-19,2022-08-28,wheat_spring,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,3.4979,2.6455775577557756,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,,08_01,1,139.0,74.0,66,0.4642575757575757,0.747,0.148,0.2257010835358894,0.218,0.67325,0.646,209.0,191.0,0.599,0.0069976459659761,46.639,0.6880588235294117,33,137,11.204379562043794,43.3,-24.5,21.352846845577226,-10.1,29.65,31.95,209.0,138.0,67.8,0.3074015799267572,2105.95,27.33913043478261,212,0.4412617924528302,0.887,0.0,0.2744279489290238,0.124875,0.653875,0.5660000000000001,213.0,112.0,0.887,0.0034963198481824,93.42075,0.6467741935483869,2223.1,32,53,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656,0.4633142948150635,0.3576233685016632,0.4810778200626373,1.5190401077270508,9.3e-05,30135.0,7532.0,-0.10569092631340027,0.017763525247573797
209,2023,1.4815841584158416,448.92,303.0,2023-09-03,0.0,0.0,0.0,12582,44.0,Бригада,,2022-09-08,2023-09-03,wheat_winter,Козлов Увал левый,302.0,301.6502,50.38543507681797,82.40410883603022,3.0968,1.4815841584158416,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_winter,2.0,1.0,08_01,1,251.0,327.0,66,0.3476666666666667,0.547,0.178,0.1111008732657131,0.262,0.4347499999999999,0.442,213.0,192.0,0.369,0.0035821105791018,36.232,0.4783529411764706,9,129,15.649612403100774,48.0,-30.9,21.43481690658357,-2.05,34.7,29.25,213.0,157.0,78.9,0.3341121488398697,2390.425,31.7452380952381,213,0.4612652582159626,0.8480000000000001,0.038,0.2244170932677698,0.2665,0.617,0.6799999999999999,213.0,115.0,0.81,0.0025528280776175,97.85375000000002,0.5917258064516129,2465.85,51,38,6.185,5.654,8.205,16.492,422.154,436.538,5.675,0.656,0.2622345983982086,0.2027309238910675,0.2739734053611755,0.7938992381095886,8.8e-05,30135.0,7532.0,-0.05950367450714111,0.011738806962966863
