field_id,year,crop_id,prev_crop_id,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,wx_aug_precip,wx_aug_temp_mean,wx_aug_temp_max,wx_aug_srad,wx_aug_et0,wx_aug_vpd_max,wx_aug_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,sowing_date,harvesting_date,sowing_date_valid,days_after_sowing_asof,sowing_doy,gdd_base_temp,gdd_from_sowing_asof,wx_sow_precip_sum,wx_sow_et0_sum,wx_sow_water_balance,wx_sow_srad_sum,wx_sow_vpd_max,wx_sow_vpd_days_high,wx_sow_hot_d30,wx_sow_dry_days,wx_sow_drought_run,ndvi_sow_n_obs,ndvi_sow_mean,ndvi_sow_max,ndvi_sow_last,ndvi_sow_peak_das,ndvi_at_das_30,ndvi_at_das_45,ndvi_at_das_60,ndvi_at_das_75,ndvi_at_das_90,ndvi_at_das_120,ndvi_sow_peak_gdd,ndvi_at_sow_gdd_200,ndvi_at_sow_gdd_400,ndvi_at_sow_gdd_600,ndvi_at_sow_gdd_800,ndvi_at_sow_gdd_1000,ndvi_at_sow_gdd_1200,ndvi_growth_per_100gdd_from_sow,scout_n_reports_asof,scout_has_report_asof,soil_sample_n_asof,soil_sample_has_asof,soil_sample_days_since_latest,soil_sample_n_tests_asof,soil_sample_latest_soil_K,soil_sample_mean_soil_K,soil_sample_latest_soil_P,soil_sample_mean_soil_P,soil_sample_latest_soil_S,soil_sample_mean_soil_S,soil_sample_latest_soil_Cu,soil_sample_mean_soil_Cu,soil_sample_latest_soil_Fe,soil_sample_mean_soil_Fe,soil_sample_latest_soil_Mg,soil_sample_mean_soil_Mg,soil_sample_latest_soil_Mn,soil_sample_mean_soil_Mn,soil_sample_latest_soil_Mo,soil_sample_mean_soil_Mo,soil_sample_latest_soil_Zn,soil_sample_mean_soil_Zn,soil_sample_latest_soil_pH,soil_sample_mean_soil_pH,soil_sample_latest_soil_N_NO3,soil_sample_mean_soil_N_NO3,soil_sample_latest_soil_organic_matter,soil_sample_mean_soil_organic_matter,soil_sample_latest_soil_B,soil_sample_mean_soil_B,soil_sample_latest_soil_N,soil_sample_mean_soil_N,scout_last_report_doy,scout_days_since_last_report,scout_growth_stage_max,scout_growth_stage_last,scout_risk_yield_decreasing_n,scout_risk_yield_decreasing_any,scout_condition_score_min,scout_condition_score_last,scout_condition_bad_n,scout_condition_not_good_n,scout_threat_reports_n,scout_threat_total_n,scout_threat_disease_any,scout_threat_insect_any,scout_threat_weed_any,standard_name,field_name,prod_crop_ru,target_yield_t_ha,target_source,unit_fix_applied,mgmt_ops_n_asof,mgmt_has_ops_asof,mgmt_first_op_doy,mgmt_last_op_doy,mgmt_days_since_last_op,mgmt_completed_area_sum,mgmt_completed_area_mean,mgmt_completed_area_max,mgmt_op_application_n,mgmt_op_soil_n,mgmt_op_other_n,mgmt_subtype_harrowing_n,mgmt_subtype_discing_n,mgmt_subtype_other_n,mgmt_flag_herbicide_chem_n,mgmt_flag_herbicide_chem_any,mgmt_flag_insecticide_chem_n,mgmt_flag_insecticide_chem_any,mgmt_flag_topdress_n,mgmt_flag_topdress_any,mgmt_flag_fungicide_chem_n,mgmt_flag_fungicide_chem_any,mgmt_fertilizer_items_n,mgmt_fertilizer_fact_rate_sum,mgmt_fertilizer_fact_rate_mean,mgmt_fertilizer_fact_rate_max,mgmt_fertilizer_fact_amount_sum,mgmt_fertilizer_last_doy,mgmt_fertilizer_days_since_last,mgmt_seed_items_n,mgmt_seed_fact_rate_sum,mgmt_seed_fact_rate_mean,mgmt_seed_fact_rate_max,mgmt_seed_fact_amount_sum,mgmt_seed_last_doy,mgmt_seed_days_since_last,mgmt_chemical_items_n,mgmt_chemical_fact_rate_sum,mgmt_chemical_fact_rate_mean,mgmt_chemical_fact_rate_max,mgmt_chemical_fact_amount_sum,mgmt_chemical_last_doy,mgmt_chemical_days_since_last,mgmt_fert_N_rate_sum,mgmt_fert_N_rate_max,mgmt_fert_P2O5_rate_sum,mgmt_fert_P2O5_rate_max,mgmt_fert_K2O_rate_sum,mgmt_fert_K2O_rate_max,mgmt_fert_S_rate_sum,mgmt_fert_S_rate_max,mgmt_fert_Mg_rate_sum,mgmt_fert_Mg_rate_max,mgmt_fert_B_rate_sum,mgmt_fert_B_rate_max,mgmt_fert_Zn_rate_sum,mgmt_fert_Zn_rate_max
218,2021,40.0,43.0,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,68.0,0.5243529411764706,0.732,0.135,0.2001577881033069,0.32375,0.6952499999999999,0.0044537536055524,0.589,35.656,197.0,0.597,44.0,2,1,43__40,14.018954248366011,31.3,258.29999999999995,3348.04,3.5,1.5731372549019609,44,621.5699999999999,-363.27,1337.5,5,118,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,65.9,19.458064516129035,31.3,728.34,145.92,3.09,2,51.9,17.677419354838708,28.8,634.36,126.62,2.76,0,0.0749161574979604,0.2147970779220778,-0.0600832341269841,0.1583785599321313,0.1764362849342016,14,2021-05-05,2021-10-19,1,119.0,125.0,5.0,1418.6,249.2,527.9000000000001,-278.7000000000001,2674.91,3.5,43.0,5.0,87.0,16.0,62.0,0.5568870967741936,0.7255714285714285,0.5757142857142857,81.0,0.4165142857142857,0.5913928571428573,0.682142857142857,0.718857142857143,0.7012857142857143,,948.1,0.3036624803767661,0.5155386740331491,0.6685798872180451,0.7116271620755925,0.7184908120924719,0.6976733876733876,0.0550630028844694,0,0,1,1,609.0,1.0,465.0,465.0,46.0,46.0,5.52,5.52,0.21,0.21,7.24,7.24,522.0,522.0,52.5,52.5,0.19,0.19,2.36,2.36,5.5,5.5,7.14,7.14,6.6,6.6,,,,,,,,,,,,,,,,,,,,sunflower,Палатьи,Подсолнечник,2.595625,productivity_data_c_ha_exact_field_name,True,5,1,121.0,178.0,65.0,154.0,30.8,32.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,97.82857142857144,10.86984126984127,86.42857142857143,2784.8,178.0,65.0,3.0,0.42,0.13999999999999999,0.42,13.02,125.0,118.0,2.0,1.15625,0.578125,1.15625,37.0,178.0,65.0,8.642857142857144,8.642857142857144,39.75714285714286,39.75714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2021,40.0,43.0,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,68.0,0.5062941176470589,0.792,0.184,0.225702567085373,0.26475,0.7082499999999999,0.0049089384726843,0.604,34.428000000000004,200.0,0.6080000000000001,36.0,2,1,43__40,15.077124183006536,32.7,226.3,3340.5199999999995,3.82,1.7508496732026144,58,638.3299999999999,-412.03,1474.3000000000002,9,119,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,42.1,18.648387096774194,30.0,633.26,128.76,3.04,1,0.0719336436786925,0.1891497550068979,-0.0521459060780489,0.1661823670377241,0.1658954117777646,14,2021-05-07,2021-10-16,1,117.0,127.0,5.0,1519.3999999999996,216.4,529.9800000000001,-313.58000000000015,2623.2,3.82,55.0,9.0,86.0,17.0,59.0,0.5541089588377724,0.7854285714285715,0.6042857142857143,75.0,0.382,0.5287678571428571,0.7518571428571429,0.7854285714285715,0.7166428571428571,,946.2999999999996,0.2661089837997055,0.4266437847866419,0.6053497171145688,0.7644836568773852,0.7823185328185328,0.7150497873405054,0.0635908474100416,0,0,9,1,609.0,1.0,339.3333333333333,339.3333333333333,32.71111111111111,32.71111111111111,9.583333333333334,9.583333333333334,0.1633333333333333,0.1633333333333333,1.9911111111111113,1.9911111111111113,406.22222222222223,406.22222222222223,19.322222222222223,19.322222222222223,0.1177777777777777,0.1177777777777777,0.8244444444444443,0.8244444444444443,6.177777777777777,6.177777777777777,7.362222222222223,7.362222222222223,5.766666666666667,5.766666666666667,,,,,,,,,,,,,,,,,,,,sunflower,Подхозный увал 1,Подсолнечник,2.8189523999999997,productivity_data_c_ha_exact_field_name,True,8,1,118.0,190.0,53.0,1667.0,208.375,210.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,73.88333333333333,8.209259259259259,66.0,15383.5,190.0,53.0,3.0,0.42000000000000004,0.14,0.42000000000000004,88.2,127.0,116.0,3.0,1.2547619047619047,0.41825396825396827,1.1047619047619048,263.5,190.0,53.0,6.6,6.6,30.36,30.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2021,40.0,43.0,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,64.0,0.55171875,0.777,0.193,0.183694334148981,0.3975,0.7175,0.0035570846545081,0.546,35.31,195.0,0.5840000000000001,42.0,2,1,43__40,14.018954248366011,31.3,258.29999999999995,3348.04,3.5,1.5731372549019609,44,621.5699999999999,-363.27,1337.5,5,118,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,65.9,19.458064516129035,31.3,728.34,145.92,3.09,2,51.9,17.677419354838708,28.8,634.36,126.62,2.76,0,0.0470372750039281,0.1263210600907031,-0.0533542735042734,0.0501581323438465,0.0854480394233742,14,2021-05-05,2021-10-16,1,119.0,125.0,5.0,1418.6,249.2,527.9000000000001,-278.7000000000001,2674.91,3.5,43.0,5.0,87.0,16.0,58.0,0.5870369458128079,0.7641428571428571,0.5471428571428572,70.0,0.5118285714285714,0.6279107142857143,0.7475714285714286,0.7616857142857144,0.711857142857143,,789.6,0.3947386185243328,0.5726639242084267,0.7228890977443607,0.7636764894298527,0.7364588026081802,0.6882641225207131,0.0671291647649475,0,0,1,1,609.0,1.0,453.0,453.0,38.9,38.9,6.07,6.07,0.2,0.2,6.55,6.55,430.0,430.0,41.3,41.3,0.17,0.17,1.7,1.7,5.4,5.4,6.75,6.75,5.9,5.9,,,,,,,,,,,,,,,,,,,,sunflower,Сапог,Подсолнечник,2.0264,productivity_data_c_ha_exact_field_name,True,5,1,119.0,178.0,65.0,113.0,22.6,25.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,66.63529411764706,7.403921568627451,55.23529411764706,1224.0,178.0,65.0,3.0,0.42,0.13999999999999999,0.42,9.66,125.0,118.0,2.0,1.12,0.56,1.12,28.0,178.0,65.0,5.523529411764706,5.523529411764706,25.40823529411765,25.40823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2021,40.0,43.0,8.0,,,,,,,62.0,0.5783064516129033,0.754,0.184,0.1648331109774541,0.4955,0.7075,0.0034751547526965,0.643,35.855000000000004,197.0,0.5700000000000001,46.0,2,1,43__40,14.593464052287583,33.0,298.49999999999994,3319.98,3.73,1.717843137254902,58,604.52,-306.02000000000004,1414.7,10,113,16,5,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,94.1,20.361290322580647,32.9,721.2,143.36,3.45,5,55.3,18.48064516129032,30.0,627.73,124.23,3.03,1,0.0232421802206796,0.0863170918367347,-0.0320977182539682,0.0863170918367347,0.0750650821095876,14,2021-05-03,2021-09-24,1,121.0,123.0,5.0,1504.0,287.59999999999997,521.1100000000001,-233.51000000000016,2704.7000000000003,3.73,57.0,10.0,85.0,16.0,59.0,0.5961259079903148,0.7432857142857143,0.6175714285714285,77.0,0.5667142857142857,0.6411428571428572,0.7097142857142857,0.7429047619047618,0.722857142857143,,903.7000000000002,0.500201881950385,0.6052177167810355,0.6934594594594594,0.7403622520536967,0.7410642201834862,0.7060334728033474,0.0570000793210121,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunflower,Сметанина пасека (низ огород) 05-080-025-120,Подсолнечник,1.7475,productivity_data_c_ha_exact_field_name,True,4,1,123.0,155.0,88.0,30.0,7.5,8.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.2,0.6,1.0,9.6,155.0,88.0,3.0,0.31428571428571433,0.10476190476190478,0.31428571428571433,2.2,123.0,120.0,1.0,1.1,1.1,1.1,8.8,149.0,94.0,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2021,40.0,43.0,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,68.0,0.5054117647058823,0.773,0.161,0.1940757307685749,0.34375,0.67025,0.0041850968513838,0.548,34.368,195.0,0.612,36.0,2,1,43__40,14.018954248366011,31.3,258.29999999999995,3348.04,3.5,1.5731372549019609,44,621.5699999999999,-363.27,1337.5,5,118,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,65.9,19.458064516129035,31.3,728.34,145.92,3.09,2,51.9,17.677419354838708,28.8,634.36,126.62,2.76,0,0.0693737240449344,0.198851814058957,-0.0584373931623931,0.1370987690880549,0.1790964203396976,14,2021-05-04,2021-09-26,1,120.0,124.0,5.0,1424.5,249.2,532.49,-283.28999999999996,2700.48,3.5,43.0,5.0,88.0,16.0,62.0,0.5357073732718893,0.7518571428571429,0.5559999999999999,78.0,0.3988857142857143,0.5441428571428572,0.689857142857143,0.7493714285714286,0.7060000000000001,,890.8000000000001,0.3548021978021978,0.4468374112075768,0.6560827067669172,0.7393901345291479,0.7346064018968582,0.6869213499213499,0.0613467219863422,0,0,2,1,609.0,1.0,337.0,337.0,27.25,27.25,3.385,3.385,0.19,0.19,3.77,3.77,449.0,449.0,23.15,23.15,0.08,0.08,1.795,1.795,5.45,5.45,9.465,9.465,5.6,5.6,,,,,,,,,,,,,,,,,,,,sunflower,Соколки 1,Подсолнечник,2.9396774,productivity_data_c_ha_exact_field_name,True,6,1,119.0,157.0,86.0,368.0,61.333333333333336,62.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,57.29836065573771,11.459672131147542,56.09836065573771,3496.4,157.0,86.0,3.0,0.42000000000000004,0.14,0.42000000000000004,25.62,124.0,119.0,1.0,1.1129032258064515,1.1129032258064515,1.1129032258064515,69.0,150.0,93.0,5.82983606557377,5.60983606557377,26.025245901639344,25.805245901639346,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2021,40.0,43.0,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,67.0,0.490776119402985,0.789,0.152,0.2034043704967515,0.3115,0.6805000000000001,0.0041444612126683,0.502,32.882,197.0,0.637,36.0,2,1,43__40,14.018954248366011,31.3,258.29999999999995,3348.04,3.5,1.5731372549019609,44,621.5699999999999,-363.27,1337.5,5,118,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,65.9,19.458064516129035,31.3,728.34,145.92,3.09,2,51.9,17.677419354838708,28.8,634.36,126.62,2.76,0,0.0459332485250703,0.1665030303030303,-0.0520153513153512,0.0486860318253175,0.1229182846419453,14,2021-05-04,2021-09-27,1,120.0,124.0,5.0,1424.5,249.2,532.49,-283.28999999999996,2700.48,3.5,43.0,5.0,88.0,16.0,60.0,0.5264595238095239,0.758,0.5128571428571428,78.0,0.3918571428571429,0.5765714285714285,0.7218571428571429,0.7572285714285714,0.700857142857143,,890.8000000000001,0.3158571428571428,0.4626945540647198,0.6892913533834585,0.7546617552850736,0.7313657379964434,0.6788152146623149,0.0627868372229274,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunflower,Соколки 2,Подсолнечник,2.8625714,productivity_data_c_ha_exact_field_name,True,6,1,120.0,157.0,86.0,392.0,65.33333333333333,70.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,65.2952380952381,13.059047619047622,64.0952380952381,4122.0,157.0,86.0,3.0,0.42000000000000004,0.14,0.42000000000000004,26.46,124.0,119.0,1.0,1.1,1.1,1.1,77.0,150.0,93.0,6.62952380952381,6.40952380952381,29.703809523809525,29.483809523809526,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2021,40.0,43.0,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,66.0,0.518590909090909,0.75,0.169,0.183322036341146,0.39375,0.6777500000000001,0.0042477752238659,0.598,34.227,200.0,0.581,40.0,2,1,43__40,14.593464052287583,33.0,298.49999999999994,3319.98,3.73,1.717843137254902,58,604.52,-306.02000000000004,1414.7,10,113,16,5,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,94.1,20.361290322580647,32.9,721.2,143.36,3.45,5,55.3,18.48064516129032,30.0,627.73,124.23,3.03,1,0.0324251058103285,0.1125244897959183,-0.0460874510410225,0.0817556586270872,0.0953989344414089,14,2021-05-03,2021-09-25,1,121.0,123.0,5.0,1504.0,287.59999999999997,521.1100000000001,-233.51000000000016,2704.7000000000003,3.73,57.0,10.0,85.0,16.0,62.0,0.5395576036866359,0.7432857142857142,0.5828571428571429,79.0,0.424,0.5401428571428571,0.6252857142857143,0.7303571428571429,0.7222857142857143,,936.7000000000002,0.3842343883661249,0.4829488459139114,0.5924546332046333,0.7135212221304708,0.7399672346002621,0.7021631799163179,0.0582090472081843,0,0,4,1,609.0,1.0,474.25,474.25,27.125,27.125,5.6175,5.6175,0.2075,0.2075,3.6175,3.6175,447.0,447.0,19.7,19.7,0.1575,0.1575,0.8775000000000001,0.8775000000000001,5.625,5.625,9.2325,9.2325,5.9750000000000005,5.9750000000000005,,,,,,,,,,,,,,,,,,,,sunflower,Холодный ключ,Подсолнечник,2.1762,productivity_data_c_ha_exact_field_name,True,6,1,116.0,155.0,88.0,546.0,91.0,100.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,54.7,10.940000000000001,53.5,4079.0,155.0,88.0,3.0,0.41,0.13666666666666666,0.41,41.0,123.0,120.0,1.0,1.113,1.113,1.113,111.3,149.0,94.0,5.569999999999999,5.35,24.83,24.61,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2021,40.0,43.0,4.0,,,,,,,65.0,0.6004923076923078,0.715,0.168,0.1539388612980863,0.601,0.692,0.0026193140931414,0.621,39.032,160.0,0.5469999999999999,55.0,2,1,43__40,14.593464052287583,33.0,298.49999999999994,3319.98,3.73,1.717843137254902,58,604.52,-306.02000000000004,1414.7,10,113,16,5,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,94.1,20.361290322580647,32.9,721.2,143.36,3.45,5,55.3,18.48064516129032,30.0,627.73,124.23,3.03,1,0.0265567507239402,0.1147334554334554,-0.0736614087301587,0.0780091991341991,0.0783118722122548,14,2021-05-04,2021-09-25,1,120.0,124.0,5.0,1500.8000000000002,287.59999999999997,517.11,-229.51000000000005,2678.6400000000003,3.73,57.0,10.0,84.0,16.0,60.0,0.6321190476190477,0.7061428571428571,0.6081428571428571,42.0,0.6622857142857143,0.6985714285714285,0.7039999999999998,0.6767142857142857,0.6868571428571428,,447.8,0.6127519247219847,0.697548970679975,0.6967818532818533,0.6824701899256813,0.6793059299191373,0.6741111111111112,0.1006309658631289,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunflower,Холодный ключ (сенокос) 05-080-025-120,Подсолнечник,1.85,productivity_data_c_ha_exact_field_name,True,5,1,116.0,155.0,88.0,20.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.2,0.6,1.0,4.8,155.0,88.0,3.0,0.41,0.13666666666666666,0.41,1.64,124.0,119.0,1.0,1.1,1.1,1.1,4.4,149.0,94.0,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2021,40.0,43.0,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,68.0,0.5290735294117647,0.763,0.156,0.1875742453925966,0.4185,0.70375,0.0043382264711604,0.608,35.977,196.0,0.607,36.0,2,1,43__40,14.737254901960783,33.2,245.4,3332.3,3.84,1.7598039215686274,61,617.48,-372.08,1429.1,11,115,18,5,8.0,571.28,79.95,28.5,14.109677419354838,32.5,737.35,138.06,3.83,104.7,16.413333333333334,33.2,667.39,129.02,3.84,2,56.2,20.338709677419356,33.0,724.94,144.84,3.55,5,48.0,18.461290322580645,30.5,631.34,125.61,3.12,2,0.0291367569656814,0.167773692973693,-0.1229160997732426,0.1259382579721865,0.1435536800501086,14,2021-05-02,2021-09-26,1,122.0,122.0,5.0,1514.2999999999995,236.09999999999997,534.1999999999999,-298.09999999999997,2741.3399999999997,3.84,60.0,11.0,87.0,16.0,64.0,0.5496875,0.7537142857142857,0.5792857142857143,77.0,0.4414285714285714,0.4888571428571429,0.65,0.7515714285714286,0.7231428571428572,,900.0,0.4151363636363636,0.4512547452547453,0.6040354285714287,0.7408912294140175,0.7440437051532942,0.7016194379391101,0.0608465608465608,0,0,1,1,609.0,1.0,443.0,443.0,29.4,29.4,1.03,1.03,0.14,0.14,1.3,1.3,388.0,388.0,18.0,18.0,0.12,0.12,0.3,0.3,6.8,6.8,5.78,5.78,5.7,5.7,,,,,,,,,,,,,,,,,,,,sunflower,Штаны,Подсолнечник,2.4555,productivity_data_c_ha_exact_field_name,True,7,1,117.0,190.0,53.0,275.0,39.285714285714285,40.0,5.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,11.0,62.45,5.677272727272728,50.0,2398.0,190.0,53.0,3.0,0.42051282051282046,0.14017094017094014,0.42051282051282046,16.4,122.0,121.0,2.0,2.1,1.05,1.1,84.0,190.0,53.0,5.22,5.0,23.22,23.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2021,44.0,44.0,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,78.0,0.4817948717948715,0.719,0.208,0.1759665148051636,0.284,0.6405000000000001,-0.0006846566087716,0.23,37.579999999999984,166.0,0.511,39.0,3,1,44__44,14.737254901960783,33.2,245.4,3332.3,3.84,1.7598039215686274,61,617.48,-372.08,1429.1,11,115,18,5,8.0,571.28,79.95,28.5,14.109677419354838,32.5,737.35,138.06,3.83,104.7,16.413333333333334,33.2,667.39,129.02,3.84,2,56.2,20.338709677419356,33.0,724.94,144.84,3.55,5,48.0,18.461290322580645,30.5,631.34,125.61,3.12,2,0.0569673835905101,0.3385838827838827,-0.2788111652236651,-0.1703596926882641,-0.1918387366725536,14,2020-09-03,2021-08-02,1,363.0,247.0,5.0,1742.7000000000005,678.9000000000001,810.8900000000001,-131.99,4841.9800000000005,3.84,66.0,11.0,253.0,20.0,100.0,0.4564857142857142,0.7094285714285713,0.23,286.0,0.3812857142857143,0.4392857142857143,0.3737857142857143,0.3599747899159664,0.3569915966386555,0.3510252100840336,704.9000000000001,0.2642448979591837,0.5501670020120725,0.6704897959183673,0.7034398868458274,0.6080147710487446,0.4999071537290716,0.0552419689549265,3,1,14,1,609.0,1.0,441.57142857142856,441.57142857142856,26.40357142857143,26.40357142857143,9.212142857142856,9.212142857142856,0.2999999999999999,0.2999999999999999,1.2228571428571426,1.2228571428571426,364.2142857142857,364.2142857142857,8.708571428571428,8.708571428571428,0.1121428571428571,0.1121428571428571,0.5778571428571428,0.5778571428571428,5.786428571428572,5.786428571428572,13.137142857142855,13.137142857142855,5.120714285714286,5.120714285714286,,,,,181.0,62.0,77.0,77.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,wheat_winter,Большая Семёниха СК,Пшеница озимая,2.8022286000000003,productivity_data_c_ha_exact_field_name,True,6,1,244.0,194.0,49.0,2098.0,349.6666666666667,350.0,5.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,153.36122857142857,51.12040952380952,91.0698,53494.2904,162.0,81.0,1.0,0.0,0.0,0.0,0.0,244.0,365.0,13.0,1.9685714285714284,0.1514285714285714,0.5428571428571428,689.0,194.0,49.0,50.896989142857144,30.963732,0.0,0.0,0.0,0.0,2.732094,2.732094,0.0,0.0,0.0,0.0,0.0,0.0
