,0
soil_sample_latest_soil_Fe,0.26666666666666666
soil_sample_mean_soil_Cu,0.26666666666666666
soil_sample_mean_soil_Mn,0.26666666666666666
soil_sample_latest_soil_Mn,0.26666666666666666
soil_sample_latest_soil_S,0.26666666666666666
soil_sample_mean_soil_P,0.26666666666666666
soil_sample_latest_soil_P,0.26666666666666666
soil_sample_mean_soil_K,0.26666666666666666
soil_sample_latest_soil_K,0.26666666666666666
soil_sample_n_tests_asof,0.26666666666666666
soil_sample_days_since_latest,0.26666666666666666
field_soil_N,0.05
field_soil_Mg,0.03333333333333333
field_soil_K,0.03333333333333333
field_soil_P,0.03333333333333333
field_soil_OM,0.03333333333333333
field_soil_pH,0.03333333333333333
prev_crop_id,0.016666666666666666
years_since_sunflower,0.0
soil_sample_n_asof,0.0
ndvi_above_05_days_asof,0.0
ndvi_amplitude_asof,0.0
ndvi_peak_doy_asof,0.0
ndvi_integral_asof,0.0
ndvi_last_value_asof,0.0
ndvi_slope_asof,0.0
ndvi_p75_asof,0.0
ndvi_p25_asof,0.0
ndvi_std_asof,0.0
ndvi_min_asof,0.0
ndvi_max_asof,0.0
ndvi_mean_asof,0.0
ndvi_n_obs_asof,0.0
soil_sample_has_asof,0.0
wx_jul_precip,0.0
wx_jul_temp_mean,0.0
ndvi_baseline_n_years,0.0
field_tillable_area,0.0
wx_jun_precip,0.0
wx_jun_temp_mean,0.0
wx_jun_temp_max,0.0
wx_jun_srad,0.0
wx_jun_et0,0.0
wx_jun_vpd_max,0.0
wx_jun_hot_d30,0.0
sowing_date_valid,0.0
ndvi_anom_last30d_mean_asof,0.0
wx_may_et0,0.0
ndvi_anom_last_value_asof,0.0
ndvi_anom_min_asof,0.0
ndvi_anom_max_asof,0.0
ndvi_anom_mean_asof,0.0
wx_jul_hot_d30,0.0
wx_jul_vpd_max,0.0
wx_jul_et0,0.0
wx_jul_srad,0.0
wx_jul_temp_max,0.0
wx_may_vpd_max,0.0
wx_may_srad,0.0
scout_n_reports_asof,0.0
wx_water_balance_to_asof,0.0
years_since_wheat,0.0
wx_temp_mean_to_asof,0.0
wx_temp_max_to_asof,0.0
wx_precip_sum_to_asof,0.0
wx_srad_sum_to_asof,0.0
wx_vpd_max_to_asof,0.0
wx_vpd_mean_to_asof,0.0
wx_vpd_days_high_to_asof,0.0
wx_et0_sum_to_asof,0.0
wx_gdd_sunflower_to_asof,0.0
wx_may_temp_max,0.0
wx_hot_d30_to_asof,0.0
wx_dry_days_to_asof,0.0
wx_drought_run_to_asof,0.0
wx_heat_run_to_asof,0.0
wx_apr_precip,0.0
wx_apr_srad,0.0
wx_apr_et0,0.0
wx_may_precip,0.0
wx_may_temp_mean,0.0
scout_has_report_asof,0.0
